номер,название,вес,объем,бренд,цена,кол-во
0092225500,SEEGERRING,0.011,0.03,nissan,80.17,1
009331221A,STOPFEN,0.01,0.027,nissan,231.87,1
0093315010,STOPFEN,0.05,0.135,nissan,309.68,1
0128100111,BUCHSE,0.004,0.012,nissan,257.81,1
0128100271,BUCHSE,0.002,0.006,nissan,309.68,1
0128100831,BUCHSE,0.001,0.003,nissan,257.81,1
0128101081,BUCHSE,0.004,0.012,nissan,343.48,1
0151500161,SCHRAUBE,0.01,0.027,nissan,343.48,1
015530034U,KLAMMER,0.002,0.006,nissan,257.81,1
015530038U,KLAMMER,0.002,0.006,nissan,257.81,1
0155300401,KLAMMER,0.002,0.006,nissan,309.68,1
0155302253,KLAMMER,0.002,0.006,nissan,257.81,1
0155302741,KLAMMER,0.002,0.006,nissan,231.87,1
0155303643,KLAMMER,0.001,0.003,nissan,309.68,1
0155303831,KLAMMER,0.002,0.006,nissan,309.68,1
0155304691,KLAMMER,0.001,0.003,nissan,257.81,1
0155305131,KLAMMER,0.001,0.003,nissan,257.81,1
0155305233,KLAMMER,0.011,0.03,nissan,257.81,1
0155305363,KLAMMER,0.001,0.003,nissan,257.81,1
0155305393,CLIP,0.002,0.006,nissan,257.81,1
0155305751,KLAMMER,0.001,0.003,nissan,309.68,1
0155306461,KLAMMER,0.001,0.003,nissan,257.81,1
0155308231,KLAMMER,0.004,0.012,nissan,257.81,1
0155308361,KLAMMER,0.001,0.003,nissan,257.81,1
0155308541,KLAMMER,0.002,0.006,nissan,257.81,1
0155309001,KLAMMER,0.002,0.006,nissan,257.81,1
0155309021,KLAMMER,0.001,0.003,nissan,257.81,1
0155310021,KLAMMER,0.004,0.012,nissan,75.46,1
0155310051,KLAMMER,0.002,0.006,nissan,429.94,1
0155400061,KLAMMER,0.002,0.006,nissan,257.81,1
0164800121,STOPFEN,0.01,0.027,nissan,231.87,1
0165800951,STOPFEN,0.014,0.039,nissan,619.37,1
02260122C0,EINSATZ,0.44,1.2,nissan,1061.89,1
0280919300,KLAMMER,0.001,0.003,nissan,257.81,1
089152441A,DIST-SCHEIBE,0.012,0.033,nissan,231.87,1
110440W000,KOPFDICHTUNG,0.136,0.372,nissan,4782.02,1
1104450Y00,KOPFDICHTUNG,0.242,0.66,nissan,3567.65,1
1104470F00,KOPFDICHTUNG,0.205,0.558,nissan,6621.26,1
11044N2203,KOPFDICHTUNG,0.121,0.33,nissan,4237.33,1
11044V0711,KOPFDICHTUNG,0.172,0.468,nissan,6423.19,1
11051W0401,STOPFEN,0.011,0.03,nissan,410.29,1
1106203J10,DICHTUNG,0.006,0.015,nissan,508.54,1
1106207N00,DICHTUNG,0.003,0.009,nissan,1236.38,1
110625ZM0A,LEITUNG,0.014,0.039,nissan,1600.3,1
110627S000,DICHTUNG,0.004,0.012,nissan,363.92,1
11062C6000,DICHTUNG,0.003,0.009,nissan,66.81,1
11072C6000,DICHTUNG,0.004,0.012,nissan,42.44,1
11086V7206,VERBINDUNG,0.057,0.156,nissan,4851.19,1
1109853Y60,VENTILSITZ,0.011,0.03,nissan,2236.96,1
1109877A60,VENTILSITZ,0.009,0.024,nissan,2236.96,1
11098AR060,VENTILSITZ,0.017,0.045,nissan,3693.41,1
11098V5211,VENTILSITZ,0.011,0.03,nissan,2626.03,1
1109985E10,VENTILSITZ,0.033,0.09,nissan,2491.62,1
1113101B01,DICHTUNG,0.011,0.03,nissan,397.72,1
11296AG000,KLAMMER,0.003,0.009,nissan,231.87,1
1133137G00,HALTER,4.446,16.168,nissan,8732.46,1
117204M511,KEILRIEMEN,0.088,0.24,nissan,1146.77,1
118126N200,ABDECKUNG,0.001,0.003,nissan,410.29,1
118230E000,SCHLAUCH,0.121,0.55,nissan,2453.11,1
118238J10A,SCHLAUCH,0.08,0.365,nissan,3697.34,1
11823EA20A,SCHLAUCH,0.074,0.335,nissan,1702.48,1
11823JA11B,SCHLAUCH,0.086,0.39,nissan,3697.34,1
118262Y010,SCHLAUCH,0.022,0.1,nissan,1515.41,1
118264M510,SCHLAUCH,0.069,0.315,nissan,1430.52,1
118264P000,SCHLAUCH,0.1,0.455,nissan,1430.52,1
1182653J15,SCHLAUCH,0.022,0.1,nissan,3637.61,1
1182677A10,SCHLAUCH,0.022,0.1,nissan,1708.76,1
11826T5500,SCHLAUCH,0.132,0.6,nissan,1572.0,1
11828Y7000,SCHLAUCH,0.095,0.43,nissan,2130.06,1
1203225501,SICHERUNG,0.006,0.015,nissan,179.99,1
1203237500,SICHERUNG,0.011,0.03,nissan,36.94,1
1203243G00,SEEGERRING,0.004,0.012,nissan,51.88,1
12033A8620,KOLBENRING,0.33,0.9,nissan,19348.18,1
12033T8301,KOLBENRING,0.121,0.33,nissan,11578.57,1
13049D0100,GEHAEUSE,0.11,15.0,nissan,903.11,1
13049ED02A,GEHAEUSE,0.087,0.395,nissan,3095.27,1
1305007N00,DICHTUNG,0.002,0.006,nissan,581.64,1
13050V5011,DICHTUNG,0.003,0.009,nissan,800.15,1
1307953Y00,DICHTUNG,0.003,0.009,nissan,291.61,1
1321243G01,FUEHRUNG,0.018,0.048,nissan,1123.19,1
13231EY00A,STOESSEL,0.041,0.111,nissan,6563.1,1
13256D0103,FEDER,0.008,0.021,nissan,127.33,1
13264EA210,VENTILDECKEL,1.703,4.0,nissan,13570.29,1
1327003J00,VD-DICHTUNG,0.154,0.42,nissan,3673.76,1
132700M301,VD-DICHTUNG,0.065,0.177,nissan,2501.05,1
1327016A01,VD-DICHTUNG,0.099,0.27,nissan,2501.05,1
132701CA0A,VD-DICHTUNG,0.091,0.249,nissan,3517.35,1
132701CA0B,VD-DICHTUNG,0.09,0.246,nissan,3517.35,1
132701E411,VD-DICHTUNG,0.1,0.273,nissan,3517.35,1
1327031U02,VD-DICHTUNG,0.058,0.159,nissan,1719.77,1
132704M760,VD-DICHTUNG,0.047,0.129,nissan,3517.35,1
132704P400,VD-DICHTUNG,0.087,0.237,nissan,3547.22,1
132704W000,VD-DICHTUNG,0.063,0.171,nissan,2501.05,1
1327053J05,VD-DICHTUNG,0.101,0.276,nissan,1719.77,1
132705X01A,DICHTUNG,0.081,0.222,nissan,3673.76,1
132709N02A,VD-DICHTUNG,0.019,0.051,nissan,1016.3,1
13270EY01B,VD-DICHTUNG,0.062,0.168,nissan,1719.77,1
13270F4000,VD-DICHTUNG,0.079,0.216,nissan,2501.05,1
132712F200,DICHTUNG,0.028,0.075,nissan,1719.77,1
132714M501,VD-DICHTUNG,0.004,0.012,nissan,703.47,1
1327153J02,DICHTUNG,0.006,0.015,nissan,390.64,1
1352001M01,DICHTUNG,0.011,0.03,nissan,356.84,1
1352029N02,DICHTUNG,0.028,0.075,nissan,1018.66,1
1352129N02,DICHTUNG,0.025,0.069,nissan,1018.66,1
13521D0113,DICHTUNG,0.011,0.03,nissan,346.63,1
13525V7200,BUCHSE,0.006,0.015,nissan,410.29,1
13562D0112,STIRNDECKEL,0.242,1.1,nissan,1741.78,1
1400224P01,KRUEMMER,5.72,15.0,nissan,35928.85,1
140027S01C,KRUEMMER,8.346,15.0,nissan,143389.19,1
1400285E10,KRUEMMER,3.564,15.0,nissan,39988.54,1
1400443U00,KRUEMMER,4.091,15.0,nissan,18912.73,1
14004F4505,KRUEMMER,6.712,15.0,nissan,38639.76,1
1400518001,DICHTUNG,0.011,0.03,nissan,945.56,1
1403237J00,DICHTUNG,0.059,0.162,nissan,415.79,1
1403289E01,DICHTUNG,0.097,0.264,nissan,1018.66,1
140328J000,DICHTUNG,0.1,0.273,nissan,1008.44,1
14032AE00A,DICHTUNG,0.132,0.36,nissan,3223.39,1
14032EA200,DICHTUNG,0.013,0.036,nissan,1309.48,1
140332Y001,DICHTUNG,0.01,0.027,nissan,727.05,1
1403389E00,DICHTUNG,0.09,0.246,nissan,697.97,1
140338J120,DICHTUNG,0.008,0.021,nissan,1600.3,1
14033VC200,DICHTUNG,0.031,0.084,nissan,654.74,1
1403506J01,DICHTUNG,0.092,0.252,nissan,3695.77,1
1403513200,DICHTUNG,0.067,0.183,nissan,716.05,1
140351HC0A,DICHTUNG,0.008,0.021,nissan,1381.79,1
140352F200,DICHTUNG,0.068,0.186,nissan,436.23,1
1403531N00,DICHTUNG,0.058,0.159,nissan,1309.48,1
1403557J01,DICHTUNG,0.12,0.327,nissan,3616.39,1
1403573C00,DICHTUNG,0.041,0.111,nissan,2751.79,1
1403574Y00,DICHTUNG,0.039,0.105,nissan,1600.3,1
1403574Y10,DICHTUNG,0.097,0.264,nissan,1600.3,1
140357S000,DICHTUNG,0.008,0.021,nissan,581.64,1
140358H30A,DICHTUNG,0.041,0.111,nissan,3459.19,1
140358J101,DICHTUNG,0.031,0.084,nissan,2672.4,1
14035C8011,DICHTUNG,0.217,0.591,nissan,1652.17,1
14035EN20A,DICHTUNG,0.044,0.12,nissan,3041.82,1
14035G2400,DICHTUNG,0.055,0.15,nissan,2658.25,1
14035V7200,DICHTUNG,0.21,0.573,nissan,4795.39,1
1403603J00,DICHTUNG,0.194,0.528,nissan,5267.77,1
1403653F01,DICHTUNG,0.02,0.054,nissan,945.56,1
140367S001,DICHTUNG,0.155,0.423,nissan,3144.0,1
14036EA200,DICHTUNG,0.058,0.159,nissan,2122.99,1
14036JA00A,DICHTUNG,0.069,0.189,nissan,4558.8,1
1404138U00,EMBLEM,0.781,15.0,nissan,6754.1,1
1405221R10,STOPFEN,0.078,0.213,nissan,531.34,1
1405503J10,SCHLAUCH,0.066,0.3,nissan,1702.48,1
1405553Y05,SCHLAUCH,0.042,0.19,nissan,1702.48,1
1405553Y11,SCHLAUCH,0.017,0.075,nissan,2321.84,1
14055EZ31B,SCHLAUCH,0.264,1.2,nissan,2509.7,1
14055W5800,SCHLAUCH,0.011,0.05,nissan,280.6,1
140560F300,SCHLAUCH,0.043,0.195,nissan,1702.48,1
140560W000,SCHLAUCH,0.04,0.18,nissan,2477.47,1
140560W003,SCHLAUCH,0.028,0.125,nissan,1316.55,1
1405637J00,SCHLAUCH,0.051,0.23,nissan,943.99,1
1405679E00,SCHLAUCH,0.022,0.1,nissan,2321.84,1
14056VC220,SCHLAUCH,0.041,0.185,nissan,776.57,1
1407531U2A,ANSCHLUSS,0.198,0.9,nissan,2838.25,1
14088V5004,STOPFEN,0.011,0.03,nissan,195.71,1
1409985E01,SCHLAUCH,0.105,0.475,nissan,1380.22,1
1446445V15,SCHELLE,0.033,0.15,nissan,945.56,1
14468VC101,SCHLAUCH,0.108,0.49,nissan,6380.75,1
14719W0402,DICHTUNG,0.009,0.024,nissan,800.15,1
1495405B10,SENSOR,0.011,0.05,nissan,302.61,1
1505016E00,OELSIEB,0.396,15.0,nissan,4297.85,1
15050W4400,OELSIEB,0.451,15.0,nissan,3390.02,1
1505377A00,DICHTUNG,0.001,0.003,nissan,363.92,1
1505973400,DICHTUNG,0.001,0.003,nissan,363.92,1
1506616A00,DICHTUNG,0.006,0.015,nissan,315.19,1
1506621001,DICHTUNG,0.003,0.009,nissan,218.51,1
150663Z001,DICHTUNG,0.003,0.009,nissan,738.84,1
150663Z002,DICHTUNG,0.002,0.006,nissan,492.04,1
150663Z003,DICHTUNG,0.001,0.003,nissan,212.22,1
150663Z004,DICHTUNG,0.006,0.015,nissan,161.92,1
150663Z005,DICHTUNG,0.002,0.006,nissan,171.35,1
150664W000,DICHTUNG,0.004,0.012,nissan,1035.95,1
150667S010,O-RING,0.002,0.006,nissan,319.12,1
150667S020,DICHTUNG,0.003,0.009,nissan,1035.95,1
15066AR000,O-RING,0.002,0.006,nissan,328.55,1
15066AR010,O-RING,0.003,0.009,nissan,929.05,1
15066AR020,O-RING,0.003,0.009,nissan,929.05,1
15066ZL80C,O-RING,0.002,0.006,nissan,656.31,1
1527090J01,DICHTUNG,0.008,0.021,nissan,218.51,1
15270D0103,DICHTUNG,0.004,0.012,nissan,436.23,1
1617453Y01,FLANSCH,0.051,0.138,nissan,3637.61,1
16174D0101,FLANSCH,0.055,0.15,nissan,3698.92,1
161754M500,DICHTUNG,0.013,0.036,nissan,727.05,1
161756N200,DICHTUNG,0.007,0.018,nissan,727.05,1
1617573C01,DICHTUNG,0.004,0.012,nissan,654.74,1
161757S000,DICHTUNG,0.043,0.117,nissan,1600.3,1
16175ET80A,DICHTUNG,0.009,0.024,nissan,654.74,1
16175VJ200,DICHTUNG,0.006,0.015,nissan,426.01,1
1642053Y00,ABSTAND,0.009,0.024,nissan,945.56,1
16420E3011,HALTER,0.011,0.03,nissan,277.46,1
165000W000,LUFTFILTER,2.087,3.5,nissan,35328.34,1
165286N00A,GEHAEUSE,0.935,3.5,nissan,14731.21,1
1654773C00,DICHTUNG,0.087,0.237,nissan,781.28,1
165490W000,LUFTSCHACHT,1.482,6.735,nissan,18890.72,1
165541CA0C,LUFTSCHACHT,2.068,9.4,nissan,16144.44,1
165542Y001,LUFTSCHACHT,1.129,5.13,nissan,8498.23,1
16554EL00A,LUFTSCHACHT,0.328,1.49,nissan,4098.99,1
1656573C00,FILTER,0.02,0.09,nissan,840.23,1
1657395F0A,HALTER,0.219,0.995,nissan,3512.63,1
16576EA200,LUFTSCHACHT,2.229,10.13,nissan,8280.51,1
1657836F01,SCHLAUCH,0.653,2.97,nissan,9871.37,1
16580W7000,SENSOR,0.032,0.087,nissan,738.05,1
165858J001,GEHAEUSE,0.496,1.0,nissan,3558.22,1
1661810V05,O-RING,0.002,0.006,nissan,637.45,1
166181LA0A,O-RING,0.001,0.003,nissan,774.21,1
1661853J00,O-RING,0.002,0.006,nissan,231.87,1
166185M100,O-RING,0.001,0.003,nissan,619.37,1
166187Y000,O-RING,0.003,0.009,nissan,541.55,1
166188J000,O-RING,0.003,0.009,nissan,774.21,1
16618AD200,O-RING,0.001,0.003,nissan,644.52,1
16618EA000,O-RING,0.002,0.006,nissan,774.21,1
1663510V10,DICHTUNG,0.004,0.012,nissan,892.11,1
1668143G00,LEITUNG,0.167,15.0,nissan,979.36,1
1668243G00,LEITUNG,0.168,15.0,nissan,1598.72,1
1668343G00,LEITUNG,0.158,15.0,nissan,3062.26,1
170494M400,O-RING,0.001,0.003,nissan,984.86,1
1709985G00,DICHTUNG,0.006,0.015,nissan,95.11,1
1722831U00,SCHLAUCH,0.138,0.625,nissan,2901.13,1
1734279900,O-RING,0.045,0.123,nissan,3418.31,1
17530JA10A,ANSCHLUSS,0.04,0.108,nissan,2321.84,1
2001022J12,AUSPUFFROHR,3.938,25.0,nissan,28578.96,1
20350VB200,AUSPUFFROHR,7.041,25.0,nissan,17714.87,1
2069101E80,DICHTUNG,0.028,0.075,nissan,1600.3,1
206910F000,DICHTUNG,0.045,0.123,nissan,2328.13,1
2069119U0A,DICHTUNG,0.013,0.036,nissan,1309.48,1
2069151E01,DICHTUNG,0.01,0.027,nissan,654.74,1
2069158E01,DICHTUNG,0.011,0.03,nissan,727.05,1
2069177A00,DICHTUNG,0.009,0.024,nissan,654.74,1
20691JA10A,DICHTUNG,0.017,0.045,nissan,1090.97,1
20691W7180,DICHTUNG,0.029,0.078,nissan,1600.3,1
206928H30A,DICHTUNG,0.017,0.045,nissan,1600.3,1
20692JF00A,DICHTUNG,0.035,0.096,nissan,1600.3,1
20692M3080,DICHTUNG,0.033,0.09,nissan,1600.3,1
20692S3080,DICHTUNG,0.033,0.09,nissan,808.79,1
20692V6280,DICHTUNG,0.033,0.09,nissan,1600.3,1
20694W1080,SCHELLE,0.012,0.033,nissan,1066.6,1
206954M410,DICHTUNG,0.035,0.096,nissan,1702.48,1
