oem_field,name_field,weight_field,volume_field,brend_field
0018334775,"BUSHING, RUBBER",0.033,0.0,hyundai / kia
0023219024,TRANSMISSION FLUID,2.343,0.0,hyundai / kia
0023219052,SEALANT,1.115,3.042,hyundai / kia
0060326161,"NUT, METAL",0.033,0.0,hyundai / kia
0063612431A,VALVE LIFTER,0.09,0.0,hyundai / kia
0093313812,"GASKET, PARONITE",0.044,0.0,hyundai / kia
0210000110,TRANSMISSION FLUID,1.106,0.0,hyundai / kia
0220000110,TRANSMISSION FLUID,0.0,0.001,hyundai / kia
0310000100,TRANSMISSION FLUID,1.03,0.0,hyundai / kia
0310000130,TRANSMISSION FLUID,1.21,0.0,hyundai / kia
0430000110,ENGINE OIL ,1.052,0.0,hyundai / kia
043005L1A0,ENGINE OIL ,1.1,0.0,hyundai / kia
04300KX1B0,TRANSMISSION FLUID,1.054,0.0,hyundai / kia
0450000100,ENGINE OIL ,1.077,0.0,hyundai / kia
0450000110,TRANSMISSION FLUID,1.075,0.0,hyundai / kia
0450000115,ENGINE OIL ,1.035,0.0,hyundai / kia
0450000117,ENGINE OIL ,1.044,0.0,hyundai / kia
0450000140,TRANSMISSION FLUID,1.025,0.0,hyundai / kia
0450000161,ENGINE OIL ,1.023,0.0,hyundai / kia
0450000400,TRANSMISSION FLUID,4.169,0.0,hyundai / kia
0450000A61,TRANSMISSION FLUID,1.081,0.0,hyundai / kia
0510000141,ENGINE OIL ,0.367,0.0,hyundai / kia
0510000151,ENGINE OIL ,0.0,0.001,hyundai / kia
0510000421,ENGINE OIL ,4.23,0.0,hyundai / kia
0510000441,ENGINE OIL ,4.052,0.0,hyundai / kia
0510000451,ENGINE OIL ,0.673,0.0,hyundai / kia
0520000120,ENGINE OIL ,1.045,0.0,hyundai / kia
0520000411,ENGINE OIL ,16.5,0.0,hyundai / kia
0520000620,ENGINE OIL ,6.189,0.0,hyundai / kia
080C720015,TRANSMISSION FLUID,0.574,0.0,hyundai / kia
084B410416,WIPER BLADE ASSY,0.116,0.525,hyundai / kia
084B410418,WIPER BLADE ASSY,0.125,0.57,hyundai / kia
084B410422,WIPER BLADE ASSY,0.183,0.83,hyundai / kia
084B410424,WIPER BLADE ASSY,0.231,1.05,hyundai / kia
084B410426,WIPER BLADE ASSY,0.219,0.995,hyundai / kia
087904H000A,"FILTER ASSY, AIR ELEMENT",0.22,0.0,hyundai / kia
091471C000,HOOK ASSY,0.459,0.0,hyundai / kia
0AA11042470,"FILTER ASSY, FUEL PUMP",0.0,0.0,hyundai / kia
0AA87023603,"FILTER ASSY, AIR ELEMENT",0.0,0.0,hyundai / kia
0B59068865LK,"CLIP, PLASTIC",0.001,0.003,hyundai / kia
0F28513111A,"GASKET, INLET MANIFOLD METAL",0.073,0.198,hyundai / kia
0FE0110602,SEAL RING,0.017,0.0,hyundai / kia
0G03250037A,"CLIP, PLASTIC",0.002,0.006,hyundai / kia
0G47117485A,"DUST BOOT, BALL JOINT",0.035,0.0,hyundai / kia
0JE1514302,OIL FILTER,0.284,0.0,hyundai / kia
0K01113736B,"GASKET, PARONITE",0.035,0.0,hyundai / kia
0K01133065,SEAL RING,0.028,0.0,hyundai / kia
0K01217909,SEAL RING,0.028,0.0,hyundai / kia
0K01217929,"SLEEVE COLLAR, GEARBOX HUB",0.094,0.255,hyundai / kia
0K01310271,"GASKET, CYLINDER HEAD PARONITE",0.172,0.0,hyundai / kia
0K01850902B,GASKET RUBBER SEAL,0.031,0.084,hyundai / kia
0K01C15174B,"GASKET, RUBBER",0.004,0.012,hyundai / kia
0K01L57752A96,SEAT BELT,0.136,0.0,hyundai / kia
0K04533242,"BUSHING, SEAL KIT RING",0.01,0.027,hyundai / kia
0K04L64523C96,"PLUG, METAL",0.031,0.084,hyundai / kia
0K20111312,SEAL RING,0.048,0.0,hyundai / kia
0K20126660,"ADJUSTER ASSY, DRUM BRAKE",0.13,0.0,hyundai / kia
0K20133065A,SEAL RING,0.021,0.0,hyundai / kia
0K20150893A,STOPPER RUBBER,0.001,0.0,hyundai / kia
0K20312205,"BELT, TIMING",0.172,0.0,hyundai / kia
0K24033980B,BRAKE CALIPER,4.549,0.0,hyundai / kia
0K24712205,"BELT, TIMING",0.242,0.0,hyundai / kia
0K2A116520,"FORK ASSY, CLUTCH RELEASE",0.352,0.0,hyundai / kia
0K2A1509H0,"MOULDING ASSY, PLASTIC",0.171,0.0,hyundai / kia
0K2A218W61A,RESISTOR ASSY,0.196,0.0,hyundai / kia
0K2A43323Z,"PAD KIT, DISC BRAKE",1.418,0.0,hyundai / kia
0K2BW18160,WIRES FOR SPARK PLUGS,0.101,0.0,hyundai / kia
0K2BW18180,WIRES FOR SPARK PLUGS,0.089,0.0,hyundai / kia
0K2C034011ADS,"SPRING, SUSPENSION",2.769,0.0,hyundai / kia
0K2C067330,GASKET RUBBER SEAL,0.124,0.339,hyundai / kia
0K2FA3328Z,"PAD KIT, DISC BRAKE",1.838,0.0,hyundai / kia
0K2KD22540,"DUST BOOT, KIT AXLE JOINT",0.366,0.0,hyundai / kia
0K2N118891,"SENSOR ASSY, TEMPERATURE",0.081,0.222,hyundai / kia
0K2N315186B,RUBBER TUBE,0.265,1.205,hyundai / kia
0K2N339040D,"INSULATOR, ENGINE MOUNTING",2.105,0.0,hyundai / kia
0K2NA34380,"INSULATOR, SHOCK ABSORBER",1.085,0.0,hyundai / kia
0K2NC10271,"GASKET, CYLINDER HEAD METAL",0.143,0.39,hyundai / kia
0K2Y211SJ0,CRANKSHAFT BEARINGS,0.039,0.0,hyundai / kia
0K30A16410,"DISC ASSY, CLUTCH FRICTION",4.081,0.0,hyundai / kia
0K30A18921,"SENSOR ASSY, KNOCK CONTROL",0.22,0.6,hyundai / kia
0K30A59410,"HANDLE, PLASTIC",0.22,0.0,hyundai / kia
0K30A72520B,"GUIDE RAIL, DOOR GLASS",0.178,0.0,hyundai / kia
0K30C11321,PINION ASSY,0.266,0.0,hyundai / kia
0K30C12121,"VALVE, EXHAUST",0.069,0.0,hyundai / kia
0K30C15930B,FERROUS PIPE,0.132,15.0,hyundai / kia
0K30C16460,"DISC, FRICTION  A/T",1.168,0.0,hyundai / kia
0K30E10122A,GASKET RUBBER SEAL,0.004,0.012,hyundai / kia
0K30E16410,"DISC ASSY, CLUTCH FRICTION",4.136,0.0,hyundai / kia
0K32A20490,"FILTER ASSY, FUEL PUMP",0.452,0.0,hyundai / kia
0K46723430,"SENSOR ASSY, FUEL LEVEL",0.059,0.27,hyundai / kia
0K53A32123,"BUSHING, SUSPENSION ARM",0.064,0.0,hyundai / kia
0K53A68510AGE,"MOULDING ASSY, PLASTIC",0.308,1.4,hyundai / kia
0K53A73310B,LOCK ASSY,0.372,0.0,hyundai / kia
0K55232240,"END ASSY, STEERING RACK",0.557,0.0,hyundai / kia
0K55232270,STEERING PUMP,0.241,0.0,hyundai / kia
0K55232280,"END ASSY, TIE ROD STEERING ",0.543,0.0,hyundai / kia
0K55233060,WHEEL HUB ASSY,2.387,0.0,hyundai / kia
0K55234380,"ARM ASSY, SUSPENSION",0.0,0.0,hyundai / kia
0K55315987,"BELT, V",0.088,0.0,hyundai / kia
0K55350611A,"MOULDING ASSY, OUTSIDE",0.044,0.2,hyundai / kia
0K55822530,"JOINT ASSY, DRIVE SHAFT",0.422,0.0,hyundai / kia
0K55839050,"INSULATOR, ENGINE MOUNTING",1.894,0.0,hyundai / kia
0K55839060,"SUPPORT ASSY, ENGINE MOUNTING",1.794,0.0,hyundai / kia
0K55C16410B,"DISC ASSY, CLUTCH FRICTION",6.315,0.0,hyundai / kia
0K55C39070,"SUPPORT ASSY, ENGINE MOUNTING",2.263,0.0,hyundai / kia
0K55W20490B,"FILTER ASSY, FUEL PUMP",0.088,0.4,hyundai / kia
0K56B26610,"CYLINDER, DRUM BRAKE  ",0.077,0.0,hyundai / kia
0K60A15186A,RUBBER TUBE,0.201,0.915,hyundai / kia
0K60A26610,"CYLINDER, DRUM BRAKE  ",1.13,0.0,hyundai / kia
0K60A26710,"DRIVE SHAFT, REAR AXLE ",0.402,0.0,hyundai / kia
0K60A3328ZA,"PAD KIT, DISC BRAKE",2.385,0.0,hyundai / kia
0K60C23570,"FILTER ASSY, FUEL PUMP",0.529,0.0,hyundai / kia
0K62024503,BEARING,0.067,0.0,hyundai / kia
0K62218510,"SENSOR ASSY, TEMPERATURE",0.031,0.084,hyundai / kia
0K65A12112B,"SEAT, VALVE HEAD",0.031,0.0,hyundai / kia
0K65A12121B,"VALVE, EXHAUST",0.102,0.0,hyundai / kia
0K65B10220B,"COVER ASSY, CYLINDER HEAD",1.049,0.0,hyundai / kia
0K65C10103,"PLATE, METAL",0.042,0.0,hyundai / kia
0K6Z011SE0,CRANKSHAFT BEARINGS,0.33,0.0,hyundai / kia
0K6Z111SEO,CRANKSHAFT BEARINGS,0.0,0.0,hyundai / kia
0K71034540,"JOINT ASSY, SUSPENSION",0.787,0.0,hyundai / kia
0K71E16520,"FORK ASSY, CLUTCH RELEASE",0.446,0.0,hyundai / kia
0K71E17336A,SEAL RING,0.073,0.0,hyundai / kia
0K71E28010B,SPRING LEAF ASSY,23.628,0.0,hyundai / kia
0K71E33061,WHEEL HUB ASSY,4.244,0.0,hyundai / kia
0K71E3328Z,"PAD KIT, DISC BRAKE",1.661,0.0,hyundai / kia
0K72A16460,"DISC, FRICTION  A/T",1.76,0.0,hyundai / kia
0K72A17261,"HUB ASSY, FREE WHEEL",0.506,0.0,hyundai / kia
0K72A2638Z,"SHOE KIT, DRUM BRAKE",3.221,0.0,hyundai / kia
0K72A7233061,"HANDLE, PLASTIC",0.12,0.0,hyundai / kia
0K72B61J11,"MOTOR ASSY, POWER WINDOW REGULATOR",0.165,0.0,hyundai / kia
0K75626290B,"COVER ASSY, DISC BRAKE",1.824,0.0,hyundai / kia
0K75A10271,"GASKET, PARONITE",0.264,0.0,hyundai / kia
0K75A46500B,"CABLE ASSY, TRANSMISSION CONTROL SHIFT",1.848,0.0,hyundai / kia
0K77L69110C,OUTER MIRROR ASSY,0.253,0.0,hyundai / kia
0K78K61C20,SWITCH ASSY,0.03,0.135,hyundai / kia
0K79A16410,"DISC ASSY, CLUTCH FRICTION",6.05,0.0,hyundai / kia
0K80024300,"VALVE ASSY, SOLENOID ",0.107,0.0,hyundai / kia
0K95A40306A,"GASKET, RUBBER",0.03,0.081,hyundai / kia
0K97211401,PULLEY ASSY,2.143,0.0,hyundai / kia
0K9A020490A,"FILTER ASSY, FUEL PUMP",0.454,0.0,hyundai / kia
0K9A139070B,"INSULATOR, ENGINE MOUNTING",1.35,0.0,hyundai / kia
0K9A439070,"INSULATOR, ENGINE MOUNTING",1.51,0.0,hyundai / kia
0K9A551510F,FOGLAMP ASSY,0.616,0.0,hyundai / kia
0K9A62623ZA,"SHOE KIT, DRUM BRAKE",0.088,0.0,hyundai / kia
0K9BV12123,"SEAL KIT, VALVE STEM OIL",0.006,0.0,hyundai / kia
0K9BV15010,WATER PUMP,1.321,0.0,hyundai / kia
0K9BV20490,"FILTER ASSY, FUEL PUMP",0.414,0.0,hyundai / kia
0K9D033231,"SPRING SET, DISC BRAKE",0.017,0.0,hyundai / kia
0K9D03328Z,"PAD KIT, DISC BRAKE",1.54,0.0,hyundai / kia
0KL0210155,"SEAL KIT, VALVE STEM OIL",0.002,0.0,hyundai / kia
0N30413291,"WASHER, METAL",0.003,0.0,hyundai / kia
0S5Y111SG0,CRANKSHAFT BEARINGS,0.778,0.0,hyundai / kia
0SE0111213,"BUSHING, METAL ",0.053,0.0,hyundai / kia
1125406203,"BOLT, METAL",0.009,0.0,hyundai / kia
1130206257B,"BOLT, WITH WASHER",0.014,0.0,hyundai / kia
1140008403,"BOLT, METAL",0.024,0.0,hyundai / kia
1220306167B,SCREW ,0.004,0.0,hyundai / kia
1244105166B,SCREW,0.007,0.0,hyundai / kia
1249395207B,SCREW     ,0.004,0.0,hyundai / kia
1326210007K,"NUT, METAL",0.017,0.0,hyundai / kia
1430004301,PIN,0.012,0.0,hyundai / kia
1453007220,"PIN, STRAIGHT",0.011,0.0,hyundai / kia
1573318000,"PLUG, METAL",0.006,0.015,hyundai / kia
1573418000,"PLUG, METAL",0.006,0.015,hyundai / kia
1573425000,"PLUG, METAL",0.017,0.045,hyundai / kia
1710445000,GASKET RUBBER SEAL,0.001,0.003,hyundai / kia
1751210000,"WASHER, METAL",0.002,0.0,hyundai / kia
184708220,SPARK PLUG,0.052,0.0,hyundai / kia
1864755007L,LIGHT BULB,0.039,0.35,hyundai / kia
1879001031,FUSE,0.079,0.0,hyundai / kia
1879001318,FUSE,0.03,0.0,hyundai / kia
1879004934,FUSE,0.002,0.0,hyundai / kia
1881111051,SPARK PLUG,0.066,0.0,hyundai / kia
1881411051,SPARK PLUG,0.057,0.0,hyundai / kia
1884011051,SPARK PLUG,0.063,0.0,hyundai / kia
1884111051,SPARK PLUG,0.062,0.0,hyundai / kia
1884310062,SPARK PLUG,0.054,0.0,hyundai / kia
1884310063,SPARK PLUG,0.054,0.0,hyundai / kia
1884410060,SPARK PLUG,0.053,0.0,hyundai / kia
1884511160,SPARK PLUG,0.063,0.0,hyundai / kia
1884610060,SPARK PLUG,0.054,0.0,hyundai / kia
1884611060,SPARK PLUG,0.053,0.0,hyundai / kia
1884611070,SPARK PLUG,0.053,0.0,hyundai / kia
1884810080,SPARK PLUG,0.05,0.0,hyundai / kia
1884908080,SPARK PLUG,0.054,0.0,hyundai / kia
1884909085,SPARK PLUG,0.054,0.0,hyundai / kia
1884911070,SPARK PLUG,0.053,0.0,hyundai / kia
1885011050,SPARK PLUG,0.061,0.0,hyundai / kia
1885111060,SPARK PLUG,0.055,0.0,hyundai / kia
1885111070,SPARK PLUG,0.055,0.0,hyundai / kia
1885510060,SPARK PLUG,0.055,0.0,hyundai / kia
1885510061,SPARK PLUG,0.055,0.0,hyundai / kia
1885709085,SPARK PLUG,0.055,0.0,hyundai / kia
1885810090,SPARK PLUG,0.054,0.0,hyundai / kia
1886709095,SPARK PLUG,0.055,0.0,hyundai / kia
1887111070,SPARK PLUG,0.054,0.0,hyundai / kia
1887111075,SPARK PLUG,0.054,0.0,hyundai / kia
1898004824,FUSE,0.007,0.0,hyundai / kia
1898009400,FUSE,0.068,0.0,hyundai / kia
1MF79AQ000,"FILTER ASSY, AIR ELEMENT",0.33,0.0,hyundai / kia
2091022AD0,GASKET KIT,0.55,0.0,hyundai / kia
2091025A01,"GASKET KIT, ENGINE",0.623,0.0,hyundai / kia
209102BG00A,"REPAIR KIT, ENGINE",0.637,0.0,hyundai / kia
209102EA00,"GASKET KIT, ENGINE",0.867,0.0,hyundai / kia
209102GA02,"GASKET KIT, ENGINE",0.27,0.0,hyundai / kia
209102GH02,"GASKET KIT, ENGINE",0.779,0.0,hyundai / kia
209102GM00,"REPAIR KIT, ENGINE",1.048,0.0,hyundai / kia
2091032000,"GASKET KIT, ENGINE",0.882,0.0,hyundai / kia
2091032B01,"GASKET KIT, ENGINE",0.11,0.0,hyundai / kia
2091037D00,GASKET KIT,0.862,0.0,hyundai / kia
209103CH00,"REPAIR KIT, ENGINE",0.275,0.0,hyundai / kia
2092022AC0,GASKET KIT,0.424,0.0,hyundai / kia
2092022AD0,GASKET KIT,0.44,0.0,hyundai / kia
2092022AE0,GASKET KIT,0.413,0.0,hyundai / kia
2092026F10,"REPAIR KIT, CARBURETOR",0.277,0.0,hyundai / kia
2092032B01,"GASKET KIT, ENGINE",0.55,0.0,hyundai / kia
2102004002,CRANKSHAFT BEARINGS,0.039,0.0,hyundai / kia
2102023901,CRANKSHAFT BEARINGS,0.312,0.0,hyundai / kia
2102023921,CRANKSHAFT BEARINGS,0.292,0.0,hyundai / kia
2102025150,"RING, SNAP TYPE METAL",0.033,0.0,hyundai / kia
2102026040,CRANKSHAFT BEARINGS,0.385,0.0,hyundai / kia
2102026455,CRANKSHAFT BEARINGS,0.094,0.0,hyundai / kia
210202B000,CRANKSHAFT BEARINGS,0.039,0.0,hyundai / kia
210202B032,CRANKSHAFT BEARINGS,0.037,0.0,hyundai / kia
210203C300,CRANKSHAFT BEARINGS,0.069,0.0,hyundai / kia
210203C411,"CONNECTING ROD, BEARING",0.098,0.0,hyundai / kia
2103004000,"RING, SNAP TYPE METAL",0.022,0.0,hyundai / kia
2103023100,CRANKSHAFT BEARINGS,0.046,0.0,hyundai / kia
2103035800,"RING, SNAP TYPE METAL",0.062,0.0,hyundai / kia
2103038100,"RING, SNAP TYPE METAL",0.036,0.0,hyundai / kia
210303E000,"RING, SNAP TYPE METAL",0.057,0.0,hyundai / kia
211212G000,"BRACKET, OIL FILTER",0.677,0.0,hyundai / kia
211232G000,"GASKET, RUBBER",0.014,0.039,hyundai / kia
2112445001,GASKET RUBBER SEAL,0.006,0.015,hyundai / kia
2114025000,"VALVE ASSY, CARBURETOR",0.023,0.0,hyundai / kia
211422B000,GASKET RUBBER SEAL,0.007,0.018,hyundai / kia
211422G000,"NOZZLE ASSY, OIL ",0.018,0.0,hyundai / kia
211442B001,GASKET RUBBER SEAL,0.003,0.009,hyundai / kia
2131002552,OIL PUMP ASSY,1.1,0.0,hyundai / kia
2131003010,OIL PUMP ASSY,0.385,0.0,hyundai / kia
2131003100,OIL PUMP ASSY,0.345,0.0,hyundai / kia
2131003150,OIL PUMP ASSY,0.352,0.0,hyundai / kia
2131003900,"ROTOR ASSY, OIL PUMP",0.436,0.0,hyundai / kia
2131022011,"BODY ASSY, OIL PUMP",1.529,0.0,hyundai / kia
2131026800,OIL PUMP ASSY,1.818,0.0,hyundai / kia
2131026802,"COVER ASSY, CYLINDER HEAD",1.815,0.0,hyundai / kia
213102C201,OIL PUMP ASSY,2.044,0.0,hyundai / kia
213102G001,WATER PUMP,1.587,0.0,hyundai / kia
213102G011,OIL PUMP ASSY,1.607,0.0,hyundai / kia
2131037100,"BODY ASSY, OIL PUMP",1.719,0.0,hyundai / kia
2131038062,"BODY ASSY, OIL PUMP",2.459,0.0,hyundai / kia
2131039011,OIL PUMP ASSY,1.65,0.0,hyundai / kia
213103C200,OIL PUMP ASSY,1.683,0.0,hyundai / kia
213103C300,OIL PUMP ASSY,1.683,0.0,hyundai / kia
213103CBA0,WATER PUMP,1.552,0.0,hyundai / kia
213103E100,"BODY ASSY, OIL PUMP",1.766,0.0,hyundai / kia
213212S000,SEAL RING,0.019,0.0,hyundai / kia
2132142021,SEAL RING,0.009,0.0,hyundai / kia
2132142031,SEAL RING,0.024,0.0,hyundai / kia
2132142041,SEAL RING,0.041,0.0,hyundai / kia
2133021010,"BRACKET, MOUNTING RADIATOR",0.123,5.0,hyundai / kia
2133527000,SEAL RING,0.013,0.0,hyundai / kia
2134042105,"BODY ASSY, OIL PUMP",3.19,0.0,hyundai / kia
2135003060,"COVER ASSY, TIMING GEAR",2.636,0.0,hyundai / kia
2135004180,"COVER ASSY, CYLINDER HEAD",0.512,0.0,hyundai / kia
213502B000,"COVER ASSY, TIMING GEAR",2.75,0.0,hyundai / kia
213502B700,"COVER ASSY, CYLINDER HEAD",2.42,0.0,hyundai / kia
213502B702,"COVER ASSY, CYLINDER HEAD",3.505,0.0,hyundai / kia
213502E021,"COVER ASSY, CYLINDER HEAD",5.947,0.0,hyundai / kia
213502E030,"COVER ASSY, CYLINDER HEAD",6.084,0.0,hyundai / kia
213502G004,"COVER ASSY, TIMING GEAR",2.244,0.0,hyundai / kia
213502G300,"COVER ASSY, TIMING GEAR",4.038,0.0,hyundai / kia
213512X600,"COVER ASSY, TIMING GEAR",0.102,1.0,hyundai / kia
213513C731,"COVER ASSY, CYLINDER HEAD",6.633,0.0,hyundai / kia
213523C700,SEAL RING,0.026,0.0,hyundai / kia
2142121030,SEAL RING,0.02,0.0,hyundai / kia
2142122020,SEAL RING,0.018,0.0,hyundai / kia
214212B030,SEAL RING,0.012,0.0,hyundai / kia
214212E300,SEAL RING,0.015,0.0,hyundai / kia
214212G100,SEAL RING,0.02,0.0,hyundai / kia
2142135011,SEAL RING,0.013,0.0,hyundai / kia
214213X000,SEAL RING,0.019,0.0,hyundai / kia
214402F500,SEAL RING,0.028,0.0,hyundai / kia
2144322010,SEAL RING,0.495,0.0,hyundai / kia
214432B020,SEAL RING,0.078,0.0,hyundai / kia
214432E110,SEAL RING,0.083,0.0,hyundai / kia
214432G000,SEAL RING,0.051,0.0,hyundai / kia
214433F301,SEAL RING,0.02,0.0,hyundai / kia
214434X000,SEAL RING,0.061,0.0,hyundai / kia
2145133A02,"LUBRICANT, SILICON",0.156,0.0,hyundai / kia
2145133T00,"LUBRICANT, SILICON",0.149,0.0,hyundai / kia
2151223001,"BOLT, METAL",0.046,0.0,hyundai / kia
2151311000,"WASHER, METAL",0.001,0.0,hyundai / kia
2151323001,"WASHER, METAL",0.001,0.0,hyundai / kia
215164A010,"BOLT, METAL",0.007,0.0,hyundai / kia
217722W000,"INSULATOR, GEARBOX",0.408,0.0,hyundai / kia
218100Q000,"INSULATOR, ENGINE MOUNTING",1.692,0.0,hyundai / kia
218101C220,"INSULATOR, ENGINE MOUNTING",2.31,0.0,hyundai / kia
218101E000,"INSULATOR, ENGINE MOUNTING",2.223,0.0,hyundai / kia
218101G000,"INSULATOR, ENGINE MOUNTING",2.21,0.0,hyundai / kia
218101R010,"BODY PANNEL, BRACKET ASSY",2.013,0.0,hyundai / kia
218101W000,"BODY PANNEL, BRACKET ASSY",2.236,0.0,hyundai / kia
218101Y100,"SUPPORT ASSY, ENGINE MOUNTING",1.921,0.0,hyundai / kia
2181026500,"INSULATOR, ENGINE MOUNTING",1.76,0.0,hyundai / kia
218102E000,"SUPPORT ASSY, ENGINE MOUNTING",1.917,0.0,hyundai / kia
218102G000,"SUPPORT ASSY, ENGINE MOUNTING",2.717,0.0,hyundai / kia
218102G400,"SUPPORT ASSY, ENGINE MOUNTING",2.816,0.0,hyundai / kia
218102P100,"INSULATOR, ENGINE MOUNTING",2.647,0.0,hyundai / kia
218102P900,"INSULATOR, ENGINE MOUNTING",2.947,0.0,hyundai / kia
218102S700,"SUPPORT ASSY, ENGINE MOUNTING",2.548,0.0,hyundai / kia
218102S900,"INSULATOR, ENGINE MOUNTING",2.448,0.0,hyundai / kia
218102W000,"INSULATOR, ENGINE MOUNTING",2.834,0.0,hyundai / kia
218103J100,"INSULATOR, ENGINE MOUNTING",2.627,0.0,hyundai / kia
218103K850,"SUPPORT ASSY, ENGINE MOUNTING",2.487,0.0,hyundai / kia
218103S600,"INSULATOR, ENGINE MOUNTING",2.398,0.0,hyundai / kia
218103Z050,"INSULATOR, ENGINE MOUNTING",2.101,0.0,hyundai / kia
218104D500,"SUPPORT ASSY, ENGINE MOUNTING",2.901,0.0,hyundai / kia
218104E100,"SUPPORT ASSY, ENGINE MOUNTING",0.0,0.0,hyundai / kia
21810A4000,"INSULATOR, ENGINE MOUNTING",2.134,0.0,hyundai / kia
21810A5000,"INSULATOR, ENGINE MOUNTING",2.037,0.0,hyundai / kia
21810A9000,"BODY PANNEL, BRACKET ASSY",3.311,0.0,hyundai / kia
21810B2000,"INSULATOR, ENGINE MOUNTING",2.045,0.0,hyundai / kia
21810C1020,"SUPPORT ASSY, ENGINE MOUNTING",2.798,0.0,hyundai / kia
21810C5200,"INSULATOR, ENGINE MOUNTING",3.231,0.0,hyundai / kia
21810D4200,"INSULATOR, ENGINE MOUNTING",2.969,0.0,hyundai / kia
21810L1150,"INSULATOR, ENGINE MOUNTING",2.6,0.0,hyundai / kia
218123E330,"INSULATOR, ENGINE MOUNTING",1.88,0.0,hyundai / kia
218123K850,"INSULATOR, ENGINE MOUNTING",1.211,0.0,hyundai / kia
2181381402,"INSULATOR, ENGINE MOUNTING",6.204,0.0,hyundai / kia
2181922710,"BRACKET, SPRING LEAF",0.042,0.0,hyundai / kia
2182231100,"BODY PANNEL, BRACKET ASSY",1.065,0.0,hyundai / kia
2183017700,"SUPPORT ASSY, ENGINE MOUNTING",3.68,0.0,hyundai / kia
218301C160,"BODY PANNEL, BRACKET ASSY",1.872,0.0,hyundai / kia
218301G000,"INSULATOR, GEARBOX",2.279,0.0,hyundai / kia
218301G200,"SUPPORT ASSY, ENGINE MOUNTING",2.275,0.0,hyundai / kia
218301H300,"INSULATOR, ENGINE MOUNTING",2.32,0.0,hyundai / kia
218301R050,"INSULATOR, ENGINE MOUNTING",1.922,0.0,hyundai / kia
218301W200,"SUPPORT ASSY, ENGINE MOUNTING",1.887,0.0,hyundai / kia
2183025110,"INSULATOR, ENGINE MOUNTING",1.554,0.0,hyundai / kia
218302B500,"BODY PANNEL, BRACKET ASSY",3.247,0.0,hyundai / kia
218302B600,"SUPPORT ASSY, ENGINE MOUNTING",3.109,0.0,hyundai / kia
218302E100,"INSULATOR, GEARBOX",1.87,0.0,hyundai / kia
218302F010,"INSULATOR, ENGINE MOUNTING",2.028,0.0,hyundai / kia
218302F050,"INSULATOR, GEARBOX",2.145,0.0,hyundai / kia
218302F310,"INSULATOR, GEARBOX",1.846,0.0,hyundai / kia
218302H010,"INSULATOR, ENGINE MOUNTING",2.345,0.0,hyundai / kia
218302H100,"INSULATOR, ENGINE MOUNTING",2.303,0.0,hyundai / kia
218302P500,"INSULATOR, GEARBOX",3.025,0.0,hyundai / kia
218302P600,"INSULATOR, ENGINE MOUNTING",2.981,0.0,hyundai / kia
218302S000,"INSULATOR, GEARBOX",3.608,0.0,hyundai / kia
218302S001,"BRACKET, REINFORCEMENT",2.53,0.0,hyundai / kia
218302S100,"BODY PANNEL, BRACKET ASSY",3.608,0.0,hyundai / kia
218303A001,"INSULATOR, ENGINE MOUNTING",1.895,0.0,hyundai / kia
218303K000,"SUPPORT ASSY, ENGINE MOUNTING",2.947,0.0,hyundai / kia
218303S100,"SUPPORT ASSY, ENGINE MOUNTING",3.766,0.0,hyundai / kia
218303X300,"INSULATOR, GEARBOX",1.815,0.0,hyundai / kia
218303Z200,"SUPPORT ASSY, ENGINE MOUNTING",1.879,0.0,hyundai / kia
218304D200,"SUPPORT ASSY, ENGINE MOUNTING",4.186,0.0,hyundai / kia
218304D500,"INSULATOR, GEARBOX",4.428,0.0,hyundai / kia
218304F000,"BODY PANNEL, BRACKET ASSY",3.841,0.0,hyundai / kia
21830A9000,"BODY PANNEL, BRACKET ASSY",3.253,0.0,hyundai / kia
21830B1100,"BODY PANNEL, CROSS MEMBER",2.82,50.0,hyundai / kia
21830D3200,"BODY PANNEL, BRACKET ASSY",3.216,0.0,hyundai / kia
21830D4100,"INSULATOR, GEARBOX",3.091,0.0,hyundai / kia
21830H7100,"INSULATOR, GEARBOX",1.783,0.0,hyundai / kia
21830L1350,"BODY PANNEL, BRACKET ASSY",2.811,0.0,hyundai / kia
218323E384,"INSULATOR, GEARBOX",2.439,0.0,hyundai / kia
218324H400,"INSULATOR, GEARBOX",2.506,0.0,hyundai / kia
2183517750,"BODY PANNEL, BRACKET ASSY",0.66,0.0,hyundai / kia
2185022702,"INSULATOR, ENGINE MOUNTING",7.139,0.0,hyundai / kia
219102E002,"INSULATOR, ENGINE MOUNTING",1.584,0.0,hyundai / kia
219102E100,"BODY PANNEL, BRACKET ASSY",0.833,0.0,hyundai / kia
219102F700,"INSULATOR, ENGINE MOUNTING",1.197,0.0,hyundai / kia
219102G100,"SUPPORT ASSY, ENGINE MOUNTING",1.646,0.0,hyundai / kia
219102H150,"SUPPORT ASSY, ENGINE MOUNTING",1.32,0.0,hyundai / kia
219300X110,"INSULATOR, ENGINE MOUNTING",1.15,0.0,hyundai / kia
2193017050,"INSULATOR, ENGINE MOUNTING",1.177,0.0,hyundai / kia
219301F100,"INSULATOR, ENGINE MOUNTING",1.198,0.0,hyundai / kia
219301G000,"INSULATOR, ENGINE MOUNTING",1.241,0.0,hyundai / kia
