oem_field,name_field,weight_field,volume_field,brend_field
83651G2000,"HANDLE, PLASTIC",0.23,0.0,hyundai / kia
836523M000,"COVER ASSY, DOOR  HANDLE",0.022,0.0,hyundai / kia
8366029001,"HANDLE, PLASTIC",0.237,0.0,hyundai / kia
836602E000,"HANDLE, PLASTIC",0.484,0.0,hyundai / kia
836602E010,"HANDLE, PLASTIC",0.394,0.0,hyundai / kia
838502W000,"MOULDING ASSY, PLASTIC",0.22,0.0,hyundai / kia
838503L000,"MOULDING ASSY, PLASTIC",0.09,0.0,hyundai / kia
838603L000,"MOULDING ASSY, PLASTIC",0.077,0.0,hyundai / kia
838603V010,"MOULDING ASSY, PLASTIC",0.088,0.0,hyundai / kia
84225J3000,"COVER ASSY, ENGINE SPLASH SHIELD",1.309,15.0,hyundai / kia
846203XAA0RY,"GLOVE BOX, ASSY",0.352,3.0,hyundai / kia
84670A6200RY,"REGISTER ASSY, INSTRUMENT PANEL",0.692,3.145,hyundai / kia
846803XAA04X,"MOULDING ASSY, PLASTIC",0.338,1.535,hyundai / kia
847502P100VA,"MOULDING ASSY, PLASTIC",0.535,2.43,hyundai / kia
847653K530HZ,"COVER ASSY, CHROME",0.132,0.0,hyundai / kia
848303L000K7,"PANEL ASSY, INTERIOR",0.282,5.0,hyundai / kia
8510122250,INNER MIRROR ASSY,0.375,1.023,hyundai / kia
851013X100,INNER MIRROR ASSY,0.517,1.41,hyundai / kia
853252F400,"CLIP, PLASTIC",0.002,0.006,hyundai / kia
8532643300I,"CLIP, PLASTIC",0.002,0.006,hyundai / kia
85730L2000WK,"COVER ASSY, ENGINE SPLASH SHIELD",1.408,15.0,hyundai / kia
85740L2000WK,"RETAINER, BOARD DOOR PANEL TRIM",1.408,0.0,hyundai / kia
858904D500QW,"PANEL ASSY, LUGGAGE COMPARTMENT",0.8,20.0,hyundai / kia
8595607000EQ,STOPPER RUBBER,0.02,0.0,hyundai / kia
861101F011,"GLASS ASSY, WINDSHIELD ",15.125,40.0,hyundai / kia
861101V910,"GLASS ASSY, WINDSHIELD ",14.564,40.0,hyundai / kia
861101W090,"GLASS ASSY, WINDSHIELD ",13.2,40.0,hyundai / kia
861500X000,"GRILLE ASSY, RADIATOR",3.344,0.0,hyundai / kia
861501R000,"PANEL ASSY, BODY",3.465,12.6,hyundai / kia
861578D200,"MOULDING ASSY, PLASTIC",0.132,0.0,hyundai / kia
861801R000,"MOLDING ASSY, DOOR",0.046,0.0,hyundai / kia
861902S000,"MOLDING ASSY, DOOR",0.068,0.0,hyundai / kia
861903S010,"MOLDING ASSY, DOOR",0.048,0.0,hyundai / kia
863001E000,"EMBLEM NAME PLATE, PLASTIC",0.013,0.036,hyundai / kia
863002B100,"EMBLEM NAME PLATE, PLASTIC",0.029,0.078,hyundai / kia
863101G100,"EMBLEM NAME PLATE, PLASTIC",0.03,0.081,hyundai / kia
863102B500,"EMBLEM NAME PLATE, PLASTIC",0.015,0.042,hyundai / kia
86310G8100,"EMBLEM NAME PLATE, PLASTIC",0.309,0.843,hyundai / kia
863112C010,"EMBLEM NAME PLATE, PLASTIC",0.004,0.012,hyundai / kia
863203X000,"EMBLEM NAME PLATE, PLASTIC",0.026,0.072,hyundai / kia
863213K000,"EMBLEM NAME PLATE, PLASTIC",0.01,0.027,hyundai / kia
863271R000,"EMBLEM NAME PLATE, PLASTIC",0.006,0.015,hyundai / kia
863322B510,"EMBLEM NAME PLATE, PLASTIC",0.012,0.033,hyundai / kia
863413D000,"EMBLEM NAME PLATE, PLASTIC",0.013,0.036,hyundai / kia
863503W030,"GRILLE ASSY, RADIATOR",1.689,10.0,hyundai / kia
863504E500,"GRILLE ASSY, RADIATOR",0.0,10.0,hyundai / kia
863504Y500,"GRILLE COVER ASSY, SPEAKER ",4.466,0.0,hyundai / kia
86350C5601,"GRILLE COVER ASSY, SPEAKER ",3.311,0.0,hyundai / kia
86350M6000,"GRILLE ASSY, RADIATOR",3.113,10.0,hyundai / kia
863513M000,"GRILLE ASSY, RADIATOR",0.99,10.0,hyundai / kia
86351L2310,"GRILLE ASSY, RADIATOR",1.166,10.0,hyundai / kia
863733S000,"STICKER, LABEL",0.033,0.0,hyundai / kia
86373A2000,"STICKER, LABEL",0.021,0.0,hyundai / kia
863923S000,"STICKER, LABEL",0.029,0.0,hyundai / kia
863933S000,"STICKER, LABEL",0.013,0.0,hyundai / kia
86510K0000,BUMBER COVER ASSY ,3.212,25.0,hyundai / kia
865111J500,BUMBER COVER ASSY ,4.235,25.0,hyundai / kia
865114F510,BUMBER COVER ASSY ,3.795,25.0,hyundai / kia
86511A7000,BUMBER COVER ASSY ,4.719,25.0,hyundai / kia
86511F1500,BUMBER COVER ASSY ,3.96,25.0,hyundai / kia
865124H000,BUMBER COVER ASSY ,3.85,25.0,hyundai / kia
86512S1000,BUMBER COVER ASSY ,2.64,25.0,hyundai / kia
865131W200,"BRACKET, PLASTIC",0.065,0.177,hyundai / kia
86513A5000,"BRACKET, PLASTIC",0.055,0.15,hyundai / kia
86513D4000,"BRACKET, REINFORCEMENT",0.075,0.0,hyundai / kia
86513F1000,"BRACKET, REINFORCEMENT",0.114,0.0,hyundai / kia
865142V000,"BRACKET, PLASTIC",0.033,0.09,hyundai / kia
865143U000,"BRACKET, PLASTIC",0.131,0.357,hyundai / kia
86514J9000,"BRACKET, REINFORCEMENT",0.073,0.0,hyundai / kia
865172S000,"PLUG, PLASTIC",0.004,0.012,hyundai / kia
865173L700,"MOULDING ASSY, BUMPER COVER",0.156,25.0,hyundai / kia
865173V000,"PLUG, PLASTIC",0.033,0.09,hyundai / kia
865183L700,"MOULDING ASSY, BUMPER COVER",0.154,25.0,hyundai / kia
86520A5025,"ABSORBER ASSY, BUMPER ENERGY",0.286,1.5,hyundai / kia
86521F1100,"MOULDING ASSY, BUMPER COVER",0.477,25.0,hyundai / kia
865231C300,"BUMPER, SUPPORT MOUNT  ",0.693,5.0,hyundai / kia
865513L000,"BUMPER, SUPPORT MOUNT  ",0.154,0.0,hyundai / kia
865513W000,"BRACKET, REINFORCEMENT",0.217,0.0,hyundai / kia
865523W000,"BRACKET, REINFORCEMENT",0.219,0.0,hyundai / kia
86552B2000,"BRACKET, PLASTIC",0.122,0.333,hyundai / kia
86553F2000,"BUMPER, SUPPORT MOUNT  ",0.13,0.0,hyundai / kia
865542K500,"BUMPER, SUPPORT MOUNT  ",0.121,0.0,hyundai / kia
86554F2000,"BUMPER, SUPPORT MOUNT  ",0.147,0.0,hyundai / kia
865601A000,"GRILLE ASSY, RADIATOR",0.741,10.0,hyundai / kia
86560F1500,"GRILLE COVER ASSY, SPEAKER ",0.715,0.0,hyundai / kia
865622P500,"MOULDING ASSY, BUMPER COVER",0.729,25.0,hyundai / kia
86563A2600,"MOULDING ASSY, OUTSIDE",0.469,2.13,hyundai / kia
86564A2610,"MOULDING ASSY, OUTSIDE",0.288,1.31,hyundai / kia
86574D4000,"RESONATOR ASSY, AIR INTAKE",0.209,0.95,hyundai / kia
865772W000,"BRACKET, PLASTIC",0.019,0.051,hyundai / kia
865782W000,"BUMPER, SUPPORT MOUNT  ",0.014,0.0,hyundai / kia
865831R000,"BRACKET, PLASTIC",0.064,0.174,hyundai / kia
865883X700,"PLUG, PLASTIC",0.006,0.015,hyundai / kia
86590280004X,"CLIP, PLASTIC",0.002,0.006,hyundai / kia
865903S000,"CLIP, PLASTIC",0.002,0.006,hyundai / kia
86591F2000,"BUMPER, SUPPORT MOUNT  ",0.385,5.0,hyundai / kia
865921C300,"BRACKET, PLASTIC",0.04,0.108,hyundai / kia
86595F1510,"MOULDING ASSY, PLASTIC",0.165,0.75,hyundai / kia
86596F1510,"MOULDING ASSY, OUTSIDE",0.198,0.9,hyundai / kia
86610H6510,BUMBER COVER ASSY ,4.51,25.0,hyundai / kia
86610L1010,BUMBER COVER ASSY ,4.334,25.0,hyundai / kia
866111J500,BUMBER COVER ASSY ,4.763,25.0,hyundai / kia
86611A7000,BUMBER COVER ASSY ,4.4,25.0,hyundai / kia
86611A7810,BUMBER COVER ASSY ,3.568,25.0,hyundai / kia
86612M6010,"MOULDING ASSY, BUMPER COVER",5.467,25.0,hyundai / kia
86613D2000,"BRACKET, PLASTIC",0.968,2.64,hyundai / kia
8661525800,"BRACKET, REINFORCEMENT",0.22,0.0,hyundai / kia
866173M000,"PLUG, PLASTIC",0.009,0.024,hyundai / kia
866208A105,"MOULDING ASSY, PLASTIC",1.43,6.5,hyundai / kia
86631K0010,"BRACKET, REINFORCEMENT",2.244,0.0,hyundai / kia
86650K0010,BUMBER COVER ASSY ,2.695,25.0,hyundai / kia
86650S8000,BUMBER COVER ASSY ,2.904,25.0,hyundai / kia
86661M6010,"BRACKET, FOG LAMP",0.232,0.0,hyundai / kia
866652W510,"MOULDING ASSY, BUMPER COVER",2.09,7.0,hyundai / kia
866723U000,"EXTENSION ASSY, BUMPER",0.99,0.0,hyundai / kia
86679D4000,"MOULDING ASSY, PLASTIC",0.143,0.0,hyundai / kia
866843M000,"MOULDING ASSY, PLASTIC",0.19,0.0,hyundai / kia
86692D3000,INSULATOR ASSY,0.295,1.34,hyundai / kia
868103J000,"COVER ASSY, FENDER SPLASH SHIELD",1.1,10.0,hyundai / kia
8681117000,"COVER ASSY, FENDER SPLASH SHIELD",0.627,10.0,hyundai / kia
868112S700,"COVER ASSY, FENDER SPLASH SHIELD",1.051,10.0,hyundai / kia
868113X700,"COVER ASSY, FENDER SPLASH SHIELD",0.858,10.0,hyundai / kia
868114Y000,"COVER ASSY, FENDER SPLASH SHIELD",0.55,10.0,hyundai / kia
86811D7000,"COVER ASSY, FENDER SPLASH SHIELD",1.419,10.0,hyundai / kia
86811F2001,"COVER ASSY, ENGINE SPLASH SHIELD",1.012,15.0,hyundai / kia
86811L1000,"BRACKET, FENDER SPLASH SHIELD",1.375,0.0,hyundai / kia
868121R000,"COVER ASSY, FENDER SPLASH SHIELD",0.616,10.0,hyundai / kia
868123D000,"COVER ASSY, FENDER SPLASH SHIELD",0.781,10.0,hyundai / kia
868123K500,"COVER ASSY, FENDER SPLASH SHIELD",0.859,10.0,hyundai / kia
868123L000,"COVER ASSY, FENDER SPLASH SHIELD",1.001,10.0,hyundai / kia
868123U010,"COVER ASSY, FENDER SPLASH SHIELD",0.737,10.0,hyundai / kia
868124Y000,"COVER ASSY, FENDER SPLASH SHIELD",0.66,10.0,hyundai / kia
86812A2000,"BRACKET, FENDER SPLASH SHIELD",0.875,0.0,hyundai / kia
86812C1000,"COVER ASSY, FENDER SPLASH SHIELD",0.979,10.0,hyundai / kia
86812L1000,"COVER ASSY, FENDER SPLASH SHIELD",1.364,10.0,hyundai / kia
868202B200,"COVER ASSY, FENDER SPLASH SHIELD",3.113,10.0,hyundai / kia
868211Y000,MUD GUARD,0.171,0.0,hyundai / kia
868213X700,"COVER ASSY, FENDER SPLASH SHIELD",0.484,10.0,hyundai / kia
868233Z000,"COVER ASSY, FENDER SPLASH SHIELD",0.605,10.0,hyundai / kia
868243Z000,"COVER ASSY, FENDER SPLASH SHIELD",0.528,10.0,hyundai / kia
86831C1000,MUD GUARD,0.228,0.0,hyundai / kia
86831S8000,"BRACKET, MUDGUARD ",0.099,0.0,hyundai / kia
868320X000,MUD GUARD,0.138,0.0,hyundai / kia
868321E000,MUD GUARD,0.161,0.0,hyundai / kia
8683226000,"BRACKET, MUDGUARD ",0.328,0.0,hyundai / kia
868322E000,MUD GUARD,0.257,0.0,hyundai / kia
868322E010,MUD GUARD,0.264,0.0,hyundai / kia
868323W001,MUD GUARD,0.176,0.0,hyundai / kia
868324Y000,MUD GUARD,0.129,0.0,hyundai / kia
86832C1000,MUD GUARD,0.204,0.0,hyundai / kia
868402B200,"COVER ASSY, FENDER SPLASH SHIELD",1.001,10.0,hyundai / kia
8684126000,MUD GUARD,0.325,0.0,hyundai / kia
868412W500,"BRACKET, MUDGUARD ",0.145,0.0,hyundai / kia
8684205500,"CLIP, PLASTIC",0.152,0.414,hyundai / kia
868422H000,"BRACKET, MUDGUARD ",0.179,0.0,hyundai / kia
868422W000,MUD GUARD,0.156,0.0,hyundai / kia
868502B010,MUD GUARD,0.215,0.0,hyundai / kia
868503J000,MUD GUARD,0.208,0.0,hyundai / kia
868503J010,MUD GUARD,0.187,0.0,hyundai / kia
868603J010,MUD GUARD,0.215,0.0,hyundai / kia
868702B000,MUD GUARD,0.193,0.0,hyundai / kia
869103E000,"PANEL ASSY, LICENSE PLATE",0.381,0.0,hyundai / kia
871102T000,"GLASS ASSY, REAR ",11.0,40.0,hyundai / kia
87110H8030,"GLASS ASSY, WINDSHIELD ",5.302,40.0,hyundai / kia
872331R000,"CLIP, PLASTIC",0.003,0.009,hyundai / kia
872512S000,BUTTON SWITCH (LIMIT SWITCH),0.161,0.0,hyundai / kia
872522B500FBM,"MOULDING ASSY, OUTSIDE",0.178,0.81,hyundai / kia
872522S000,BUTTON SWITCH (LIMIT SWITCH),0.153,0.0,hyundai / kia
872523J001,"MOULDING ASSY, PLASTIC",0.282,1.28,hyundai / kia
872612B500,BUTTON SWITCH (LIMIT SWITCH),0.168,0.0,hyundai / kia
872612S000,"MOULDING ASSY, PLASTIC",0.158,0.72,hyundai / kia
872622B500FBM,BUTTON SWITCH (LIMIT SWITCH),0.185,0.0,hyundai / kia
872622S000,BUTTON SWITCH (LIMIT SWITCH),0.171,0.0,hyundai / kia
87293D9000,"PLUG, PLASTIC",0.009,0.024,hyundai / kia
873214H000,GASKET RUBBER SEAL,1.758,4.794,hyundai / kia
8760535720,OUTER MIRROR ASSY,1.533,0.0,hyundai / kia
8761007068AS,OUTER MIRROR ASSY,1.868,0.0,hyundai / kia
876103A100EB,"PLUG, PLASTIC",0.05,0.135,hyundai / kia
876103A100YK,"BRACKET, PLASTIC",0.052,0.141,hyundai / kia
87610C5110,OUTER MIRROR ASSY,2.555,0.0,hyundai / kia
8761117000,OUTER MIRROR GLASS,0.138,0.0,hyundai / kia
876111C200,OUTER MIRROR GLASS,0.191,0.0,hyundai / kia
876112D000,OUTER MIRROR GLASS,0.216,0.0,hyundai / kia
876112E000,OUTER MIRROR ASSY,0.245,0.0,hyundai / kia
876113L020,OUTER MIRROR ASSY,0.204,0.0,hyundai / kia
876113M000,OUTER MIRROR GLASS,0.211,0.0,hyundai / kia
876113V110,OUTER MIRROR ASSY,0.138,0.0,hyundai / kia
876114H000,OUTER MIRROR ASSY,0.331,0.0,hyundai / kia
87611D3110,OUTER MIRROR GLASS,0.253,0.0,hyundai / kia
876132M000,"LAMP ASSY, TURN SIGNAL",0.055,0.0,hyundai / kia
87613B8000,"LAMP ASSY, TURN SIGNAL",0.16,0.0,hyundai / kia
87613D3000,"LAMP ASSY, TURN SIGNAL",0.122,0.0,hyundai / kia
87613G2000,"LAMP ASSY, TURN SIGNAL",0.073,0.0,hyundai / kia
876141R000,"LAMP ASSY, TURN SIGNAL",0.089,0.0,hyundai / kia
876142H000,"LAMP ASSY, TURN SIGNAL",0.068,0.0,hyundai / kia
876142S200,"LAMP ASSY, TURN SIGNAL",0.064,0.0,hyundai / kia
87616G2100,"COVER ASSY, OUTER MIRROR",0.163,0.74,hyundai / kia
876202B560,OUTER MIRROR ASSY,2.428,0.0,hyundai / kia
876213J110,OUTER MIRROR GLASS,0.314,0.0,hyundai / kia
87621D3110,OUTER MIRROR GLASS,0.259,0.0,hyundai / kia
876233J000,"LAMP ASSY, TURN SIGNAL",0.152,0.0,hyundai / kia
87623B8000,"LAMP ASSY, TURN SIGNAL",0.161,0.0,hyundai / kia
876242S200,"LAMP ASSY, TURN SIGNAL",0.064,0.0,hyundai / kia
876603K510,"MOLDING ASSY, DOOR",0.11,0.0,hyundai / kia
87703H1000,"CLIP, PLASTIC",0.002,0.006,hyundai / kia
877053F000,"CLIP, PLASTIC",0.002,0.006,hyundai / kia
8771134510NWBR,"MOULDING ASSY, PLASTIC",0.054,0.245,hyundai / kia
87711S1AA0CA,FENDER FLARE,1.738,10.0,hyundai / kia
8771539500,"MOULDING ASSY, PLASTIC",0.039,0.0,hyundai / kia
877213K020,"MOULDING ASSY, PLASTIC",0.228,0.0,hyundai / kia
877213M010,"MOULDING ASSY, PLASTIC",0.132,0.0,hyundai / kia
877222W000,"BOARD DOOR, PANEL TRIM",0.0,0.0,hyundai / kia
877222W000CA,"MOULDING ASSY, PLASTIC",1.969,8.95,hyundai / kia
8773134510DJBR,"MOULDING ASSY, PLASTIC",0.286,0.0,hyundai / kia
877513U000,"MOULDING ASSY, PLASTIC",2.12,9.635,hyundai / kia
87751D4010,STEP BAR ASSY,5.819,20.0,hyundai / kia
87751F1100,"MOULDING ASSY, OUTSIDE",2.86,13.0,hyundai / kia
87752G6300,"MOULDING ASSY, PLASTIC",1.958,8.9,hyundai / kia
87756D3000,"CLIP, PLASTIC",0.003,0.009,hyundai / kia
877624A300YKBR,"MOULDING ASSY, PLASTIC",1.988,9.035,hyundai / kia
87772C1000,"MOULDING ASSY, PLASTIC",0.251,0.0,hyundai / kia
877742C700,"MOULDING ASSY, PLASTIC",0.167,0.76,hyundai / kia
878101R000,"MOLDING ASSY, DOOR",0.116,0.0,hyundai / kia
888901D000RU,"BRACKET, BELT ASSY",0.394,0.0,hyundai / kia
889014D053KS2,ARM REST ASSY,0.829,0.0,hyundai / kia
8894943210,"BUSHING, RUBBER",0.009,0.0,hyundai / kia
914002M150,WIRE,4.246,0.0,hyundai / kia
919802G170QQH,ADAPTER,0.053,0.0,hyundai / kia
921012G020,HEADLAMP ASSY,3.927,15.0,hyundai / kia
92101D3100,HEADLAMP ASSY,7.153,15.0,hyundai / kia
92101S1100,HEADLAMP ASSY,3.63,15.0,hyundai / kia
9211025020,HEADLAMP ASSY,2.541,15.0,hyundai / kia
921261W000,"COVER ASSY, PLASTIC",0.061,0.275,hyundai / kia
921312S500,"BRACKET, PLASTIC",0.028,0.075,hyundai / kia
922012H000,FOGLAMP ASSY,0.692,0.0,hyundai / kia
922012S000,FOGLAMP ASSY,0.624,0.0,hyundai / kia
922013W200,FOGLAMP ASSY,2.206,0.0,hyundai / kia
92201FD000,HEADLAMP ASSY,0.44,15.0,hyundai / kia
922020X100,FOGLAMP ASSY,0.952,0.0,hyundai / kia
922022B500,FOGLAMP ASSY,0.459,0.0,hyundai / kia
922022H000,FOGLAMP ASSY,0.69,0.0,hyundai / kia
922022S000,"LAMP ASSY, FOG LIGHT",0.612,0.0,hyundai / kia
922023W200,FOGLAMP ASSY,2.132,0.0,hyundai / kia
922024A600,FOGLAMP ASSY,0.713,0.0,hyundai / kia
92202FD000,FOGLAMP ASSY,0.44,0.0,hyundai / kia
92280L1000,HEADLAMP ASSY,1.419,15.0,hyundai / kia
923035H001,"LAMP ASSY, TURN SIGNAL",0.11,0.0,hyundai / kia
923045H001,"LAMP ASSY, TURN SIGNAL",0.254,0.0,hyundai / kia
924012B020,"LAMP ASSY, REAR",1.846,5.0,hyundai / kia
924012W035,HEADLAMP ASSY,1.58,15.0,hyundai / kia
92401F2000,"LAMP ASSY, REAR",2.769,5.0,hyundai / kia
92401FD010,"LAMP ASSY, REAR",0.0,5.0,hyundai / kia
92401S8100,"LAMP ASSY, REAR",3.927,5.0,hyundai / kia
924021E000,"LAMP ASSY, REAR",1.322,5.0,hyundai / kia
924022B000,HEADLAMP ASSY,1.76,15.0,hyundai / kia
924022B020,"LAMP ASSY, REAR",1.86,5.0,hyundai / kia
924022W030,"LAMP ASSY, REAR",2.019,5.0,hyundai / kia
924024F010,"LAMP ASSY, REAR",1.438,5.0,hyundai / kia
92402FD010,"LAMP ASSY, REAR",0.0,5.0,hyundai / kia
92403L1000,"LAMP ASSY, REAR",0.681,0.0,hyundai / kia
924050X100,REFLECTOR ASSY,0.078,0.0,hyundai / kia
924051R000,REFLECTOR ASSY,0.127,0.0,hyundai / kia
9240525500,"LAMP ASSY, TURN SIGNAL",0.393,0.0,hyundai / kia
924052P600,"LAMP ASSY, REAR",2.146,5.0,hyundai / kia
924060X100,REFLECTOR ASSY,0.076,0.0,hyundai / kia
924061R000,"REFLECTOR ASSY, LAMP",0.127,0.0,hyundai / kia
924062W200,"REFLECTOR ASSY, LAMP",0.372,0.0,hyundai / kia
924063X000,"LAMP ASSY, TURN SIGNAL",0.098,0.0,hyundai / kia
924121R030,"LAMP ASSY, REAR",3.207,5.0,hyundai / kia
924502K000,FOGLAMP ASSY,0.176,0.0,hyundai / kia
925011H500,"LAMP ASSY, LICENSE PLATE",0.045,0.0,hyundai / kia
928001E000OR,"LAMP ASSY, ROOM",0.186,0.507,hyundai / kia
928001E000QS,"LAMP ASSY, ROOM",0.188,0.0,hyundai / kia
9280023001AR,"LAMP ASSY, ROOM",0.259,0.705,hyundai / kia
928003S001TX,"LAMP ASSY, ROOM",0.678,0.0,hyundai / kia
928502H0008M,"LAMP ASSY, ROOM",0.184,0.501,hyundai / kia
928502S000OM,"LAMP ASSY, ROOM",0.165,0.45,hyundai / kia
9311025000,WIRE,0.134,0.0,hyundai / kia
931102D000,"SWITCH ASSY, IGNITION",0.103,0.0,hyundai / kia
931103K300,SWITCH ASSY,0.074,0.335,hyundai / kia
931103S000,"SWITCH ASSY, IGNITION",0.058,0.0,hyundai / kia
9317086101,"SENSOR ASSY, TRASMISSION SPEED",0.111,0.303,hyundai / kia
93310A6500RY,SWITCH ASSY,0.0,0.0,hyundai / kia
934101C000,UNDERSTEERING SWITCH,0.25,0.0,hyundai / kia
934101G000,SWITCH ASSY,0.257,1.17,hyundai / kia
934101M631,UNDERSTEERING SWITCH,0.336,0.0,hyundai / kia
934802E100,"SENSOR ASSY, THROTTLE POSITION",0.073,0.198,hyundai / kia
934900U010,"SWITCH ASSY, IGNITION",0.234,0.0,hyundai / kia
934901G000,"SWITCH ASSY, IGNITION",0.106,0.0,hyundai / kia
934901G210,"CABLE ASSY, SPIRAL",0.265,0.723,hyundai / kia
934902B250,"DUST BOOT, KIT",0.305,0.0,hyundai / kia
934902M550,"CABLE ASSY, SPIRAL",0.209,0.57,hyundai / kia
934902P111,"SWITCH ASSY, IGNITION",0.238,0.0,hyundai / kia
934903M500,"CABLE ASSY, SPIRAL",0.185,0.504,hyundai / kia
934903S110,"CABLE ASSY, SPIRAL",0.25,0.681,hyundai / kia
93490A4010,"CABLE ASSY, SPIRAL",0.229,0.624,hyundai / kia
935713J450,"CONTROL UNIT, POWER WINDOW",0.515,0.0,hyundai / kia
935801E000,SWITCH ASSY,0.043,0.195,hyundai / kia
935801R000,RELAY,0.053,0.0,hyundai / kia
935803K110QD,"CONTROL UNIT, POWER WINDOW",0.205,0.0,hyundai / kia
935812S000,SWITCH ASSY,0.042,0.19,hyundai / kia
935813W000,SWITCH ASSY,0.028,0.125,hyundai / kia
937702E100CA,SWITCH ASSY,0.033,0.15,hyundai / kia
938102E000,"SWITCH ASSY, STOP LAMP",0.051,0.0,hyundai / kia
938103K000,"SWITCH ASSY, STOP LAMP",0.042,0.0,hyundai / kia
938103S000,"SWITCH ASSY, STOP LAMP",0.052,0.0,hyundai / kia
938103S700,"SWITCH ASSY, STOP LAMP",0.08,0.0,hyundai / kia
938108A101,SWITCH ASSY,0.055,0.25,hyundai / kia
9386049600,"SWITCH ASSY, BACK-UP LAMP",0.051,0.0,hyundai / kia
9386073001,"SWITCH ASSY, BACK-UP LAMP",0.132,0.0,hyundai / kia
9389073100,"SENSOR ASSY, OIL PRESSURE",0.057,0.156,hyundai / kia
941008D251,"PANEL ASSY, DASHBOARD PART",1.661,0.0,hyundai / kia
9432045001,"CABLE ASSY, SPEEDOMETER",0.517,0.0,hyundai / kia
9434072411,"SENSOR ASSY, SPEED",0.073,0.198,hyundai / kia
944302P000,"SENSOR ASSY, FUEL ",0.116,0.315,hyundai / kia
944307A500,"SENSOR ASSY, OIL PRESSURE",0.132,0.36,hyundai / kia
944602E200,"SENSOR ASSY, FUEL LEVEL",0.044,0.2,hyundai / kia
944602E250,"SENSOR ASSY, ABS",0.086,0.234,hyundai / kia
94460C5150,"SENSOR ASSY, FUEL LEVEL",0.109,0.495,hyundai / kia
946008A500,"SENSOR ASSY, SPEED",0.072,0.195,hyundai / kia
9465072401,"SENSOR ASSY, TEMPERATURE",0.039,0.105,hyundai / kia
9465084000,"SENSOR ASSY, TEMPERATURE",0.045,0.123,hyundai / kia
9467072110,"SENSOR ASSY, TEMPERATURE",0.066,0.18,hyundai / kia
9475021030,"SENSOR ASSY, OIL PRESSURE",0.051,0.138,hyundai / kia
9522022100,RELAY,0.04,0.0,hyundai / kia
9522088500,RELAY,0.044,0.0,hyundai / kia
952458C000,RELAY,0.051,0.0,hyundai / kia
955508D500,RELAY,0.121,0.0,hyundai / kia
956106J000,"RELAY ASSY, SWITCH MAGNET STARTER",0.935,0.0,hyundai / kia
95670D3000,"SENSOR ASSY, ABS",0.106,0.288,hyundai / kia
95671D3000,"SENSOR ASSY, ABS",0.098,0.267,hyundai / kia
956802D050,"SENSOR ASSY, ABS",0.117,0.318,hyundai / kia
956802D150,"SENSOR ASSY, ABS",0.156,0.426,hyundai / kia
956812S300,"SENSOR ASSY, ABS",0.157,0.429,hyundai / kia
957101R000,"SENSOR ASSY, ULTRASONIC",0.028,0.075,hyundai / kia
957203L000,"LOCK ASSY, FUEL LID LOCK",0.418,0.0,hyundai / kia
959101R000,"CONTROL UNIT, AIR BAG ",0.33,0.0,hyundai / kia
959301R000,"SENSOR ASSY, AIR BAG",0.046,0.126,hyundai / kia
961102G200J7,WIRE,0.0,0.0,hyundai / kia
962011R000,ANTENNA ROD,0.045,0.0,hyundai / kia
9621024100,ANTENNA ROD,0.266,0.0,hyundai / kia
962152J100,ANTENNA ROD,0.033,0.0,hyundai / kia
962203E200,"LINER, ANTENNA",0.092,0.0,hyundai / kia
964204A600,"SENSOR ASSY, SPEED",0.048,0.132,hyundai / kia
966112J200,HORN ASSY,0.388,0.0,hyundai / kia
96611L2000,HORN ASSY,0.353,0.0,hyundai / kia
966212J200,HORN ASSY,0.406,0.0,hyundai / kia
969853X000,"CLIP, PLASTIC",0.007,0.018,hyundai / kia
9713307010,"FILTER ASSY, CABIN AIR",0.099,0.0,hyundai / kia
971332E210,"FILTER ASSY, AIR ELEMENT",0.193,0.0,hyundai / kia
971332F010,"FILTER ASSY, AIR ELEMENT",0.146,0.0,hyundai / kia
971332H001,"FILTER ASSY, AIR ELEMENT",0.202,0.0,hyundai / kia
971332W000,"FILTER ASSY, AIR ELEMENT",0.19,0.0,hyundai / kia
971333J100,"FILTER ASSY, AIR ELEMENT",0.209,0.0,hyundai / kia
971333M000,"FILTER ASSY, AIR ELEMENT",0.184,0.0,hyundai / kia
971333SAA0,"FILTER ASSY, AIR ELEMENT",0.191,0.0,hyundai / kia
971333T000,"FILTER ASSY, CABIN AIR",0.142,0.0,hyundai / kia
97133B2000,"FILTER ASSY, CABIN AIR",0.129,0.0,hyundai / kia
97133C4100,"FILTER ASSY, AIR ELEMENT",0.088,0.0,hyundai / kia
97133C5000,"FILTER ASSY, CABIN AIR",0.166,0.453,hyundai / kia
97133D1000,"FILTER ASSY, AIR ELEMENT",0.151,0.0,hyundai / kia
97133D3000,"FILTER ASSY, CABIN AIR",0.121,0.0,hyundai / kia
97133D4000,"FILTER ASSY, CABIN AIR",0.155,0.0,hyundai / kia
97133F2100,"FILTER ASSY, AIR ELEMENT",0.191,0.0,hyundai / kia
97133G8000,"FILTER ASSY, AIR ELEMENT",0.37,0.0,hyundai / kia
97133J5000,"FILTER ASSY, AIR ELEMENT",0.179,0.0,hyundai / kia
97133J6000,"FILTER ASSY, AIR ELEMENT",0.154,0.0,hyundai / kia
97133J9000,"FILTER ASSY, AIR ELEMENT",0.149,0.0,hyundai / kia
