oem_field,brend_field,name_field,weight_field,volume_field
01M323505A,vag,DRUCKFEDER,0.0,0.0086
01M323821,vag,HALTERING,0.0,0.122
01M323981A,vag,LAGER,0.0,0.311
01M325429,vag,OELSIEB,0.0,0.274
01M325443,vag,DICHTUNG,0.0,0.005
01M325455,vag,OELSIEB,0.0,0.00084
01M409253A,vag,LAGERRING,0.0,0.378
01M409285F,vag,FLANSCH,0.0,0.791
01M409285G,vag,FLANSCH,0.0,0.801
01N321370,vag,DICHTUNG,0.0,0.14
01P321488,vag,DICHTUNG,0.0,0.11
01R525045,vag,DECKEL,0.0,0.003
01R525095,vag,HUELSE,0.0,0.0079
01R525131F,vag,DECKEL,0.0,1.34
01R525131G,vag,DECKEL,0.0,1.44
01R525356,vag,FLANWELLE,0.0,1.244
01R525356D,vag,FLANWELLE,0.0,1.191
01R525356E,vag,FLANWELLE,0.0,1.155
01R525375A,vag,RING,0.0,0.007
01R525389A,vag,FLANSCH,0.0,1.123
01T927213A,vag,DICHTUNG,0.0,0.01
01V311429,vag,HUELSE,0.0,0.176
01V321171,vag,HEBEL,0.0,0.061
01V321241,vag,OELPUMPE,0.0,2.507
01V321359B,vag,OELWANNE,0.0,1.905
01V321376,vag,SCHRAUBE,0.0,0.089
01V321377,vag,SCHRAUBE,0.0,0.025
01V321381,vag,DICHTUNG,0.0,0.231
01V321381A,vag,DICHTUNG,0.0,0.00313
01V321419,vag,DICHTRING,0.0,0.0006
01V321432,vag,KAPPE,0.0,0.009
01V321445,vag,BLECH,0.0,0.431
01V321453E,vag,SCHRAUBE,0.0,0.0137
01V321546,vag,STIFT,0.0,0.0019
01V325443,vag,DICHTUNG,0.0,0.0038
01V409057,vag,SCHRAUBE,0.0,0.032
01V409131,vag,DECKEL,0.0,0.451
01V409133,vag,DICHTRING,0.0,0.005
01V409133A,vag,DICHTRING,0.0,0.01
01V409133B,vag,DICHTRING,0.0,0.0046
01V409135,vag,SCHRAUBE,0.0,0.021
01V409297,vag,RING,0.0,0.0041
01V409355,vag,FLANWELLE,0.0,3.141
01V409355A,vag,FLANWELLE,0.0,1.095
01V409355B,vag,FLANWELLE,0.0,1.188
01V409355C,vag,FLANWELLE,0.0,2.719
01V409379,vag,DRUCKFEDER,0.0,0.015
01V409399,vag,DICHTRING,0.0,0.044
01V409399A,vag,DICHTRING,0.0,0.02
01V409400A,vag,DICHTRING,0.0,0.043
01V409400B,vag,DICHTRING,0.0,0.014
01V409524B,vag,DECKEL,0.0,0.305
01V409529,vag,DICHTRING,0.0,0.036
01V409639,vag,BUCHSE,0.0,0.00588
01V409809A,vag,FLANWELLE,0.0,0.863
01V409845,vag,ENTLUEFTER,0.0,0.0013
01V409847,vag,ROHR,0.0,0.0054
01V919821D,vag,SCHALTER,0.0,0.23
01V919838,vag,SCHRAUBE,0.0,0.006
01V927137,vag,HALTEBLECH,0.0,0.003
01V927137B,vag,HALTEBLECH,0.0,0.0086
01V927322A,vag,DICHTRING,0.0,0.00115
01V927333,vag,VENTIL,0.0,0.134
01V971848,vag,KLAMMER,0.0,0.00426
01V971848A,vag,RING,0.0,0.002
01X103551,vag,RING,0.0,0.294
01X103551A,vag,RING,0.0,0.547
01X301127C,vag,SCHRAUBE,0.0,0.007
01X301211H,vag,DECKEL,0.0,3.916
01X301242E,vag,BUCHSE,0.0,0.039
01X301453A,vag,DECKEL,0.0,0.137
01X301474A,vag,ROHR,0.0,0.031
01X311105,vag,WELLE,0.0,3.341
01X311105B,vag,WELLE,0.0,3.654
01X311139,vag,HUELSE,0.0,0.115
01X311183,vag,RING,0.0,0.004
01X311187,vag,RING,0.0,0.0051
01X311187A,vag,RING,0.0,0.0052
01X311187B,vag,RING,0.0,0.0052
01X311187C,vag,RING,0.0,0.0053
01X311187D,vag,RING,0.0,0.0054
01X311187E,vag,RING,0.0,0.0053
01X311230,vag,BUCHSE,0.0,0.117
01X311231,vag,RING,0.0,0.0052
01X311231A,vag,RING,0.0,0.0053
01X311231B,vag,RING,0.0,0.0054
01X311231C,vag,RING,0.0,0.0054
01X311231D,vag,RING,0.0,0.0055
01X311231E,vag,RING,0.0,0.0056
01X311287,vag,RING,0.0,0.0065
01X311287A,vag,RING,0.0,0.0066
01X311287B,vag,RING,0.0,0.0066
01X311287C,vag,RING,0.0,0.0068
01X311287D,vag,RING,0.0,0.0069
01X311287E,vag,RING,0.0,0.0066
01X311287F,vag,RING,0.0,0.0066
01X311287G,vag,RING,0.0,0.0072
01X311287H,vag,RING,0.0,0.0072
01X311287J,vag,RING,0.0,0.0066
01X311295P,vag,SYNCHRONRI,0.0,0.0905
01X311312A,vag,FEDER,0.0,0.004
01X311315B,vag,MUFFE,0.0,0.346
01X311317,vag,RING,0.0,0.0064
01X311317A,vag,RING,0.0,0.0064
01X311317B,vag,RING,0.0,0.0064
01X311317C,vag,RING,0.0,0.0064
01X311317D,vag,RING,0.0,0.0066
01X311317E,vag,RING,0.0,0.0063
01X311321A,vag,RING,0.0,0.0103
01X311344,vag,RING,0.0,0.0048
01X311344A,vag,RING,0.0,0.0048
01X311344B,vag,RING,0.0,0.0048
01X311344C,vag,RING,0.0,0.0048
01X311344D,vag,RING,0.0,0.0048
01X311344E,vag,RING,0.0,0.0048
01X311344F,vag,RING,0.0,0.0054
01X311344G,vag,RING,0.0,0.0055
01X311344H,vag,RING,0.0,0.0056
01X311344J,vag,RING,0.0,0.0056
01X311344K,vag,RING,0.0,0.0057
01X311373,vag,HUELSE,0.0,0.129
01X311429,vag,HUELSE,0.0,0.079
01X311445D,vag,KUGELLAGER,0.0,0.223
01X311516A,vag,STUETZE,0.0,0.18
01X311538,vag,DRUCKFEDER,0.0,0.0065
01X311550F,vag,SCHALTSTAN,0.0,0.835
01X311559E,vag,SCHALTSTAN,0.0,0.84
01X311566A,vag,SCHALTSTAN,0.0,0.884
01X311575F,vag,SCHALTSTAN,0.0,0.824
01X311853A,vag,HALTEBLECH,0.0,0.0045
01X409131B,vag,DECKEL,0.0,1.883
01Z525355,vag,FLANWELLE,0.0,1.247
01Z525356,vag,FLANWELLE,0.0,2.052
020141741B,vag,DRUCKSTANG,0.0,0.134
020301228G,vag,DRUCKFEDER,0.0,0.019
020301241C,vag,SCHRAUBE,0.0,0.056
020311113,vag,DICHTRING,0.0,0.016
020311113B,vag,DICHTRING,0.0,0.017
020311206,vag,AUFNAHME,0.0,0.425
020311247,vag,SYNCHRONRI,0.0,0.065
020311331B,vag,RING,0.0,0.0085
020311608,vag,DRUCKFEDER,0.0,0.01
020409295,vag,FEDER,0.0,0.003
020409299,vag,RING,0.0,0.0025
020409378,vag,SCHEIBE,0.0,0.014
020409379B,vag,DRUCKFEDER,0.0,0.047
021105425B,vag,SCHRAUBE,0.0,0.0284
021109101N,vag,NOCKENWELL,0.0,2.239
021109102B,vag,NOCKENWELL,0.0,2.119
021109467,vag,KETSPANNER,0.0,0.111
021109469,vag,SCHIENE,0.0,0.031
021109471,vag,BOLZEN,0.0,0.017
021109509E,vag,KETSPANNER,0.0,0.045
021109569,vag,KETTENRAD,0.0,0.264
021115017,vag,WELLE,0.0,0.873
021115112B,vag,BUCHSE,0.0,0.026
021115116A,vag,ANTR WELLE,0.0,0.255
021115185B,vag,DECKEL,0.0,0.214
021115203,vag,SAUGLEITG,0.0,0.196
021115351A,vag,OELFILTER,0.0,0.43
021115433E,vag,GEHAEUSE,0.0,0.206
021115444B,vag,DICHTRING,0.0,0.0004
021115562A,vag,FILTEREINS,0.0,0.099
021121031D,vag,RI SCHEIBE,0.0,0.419
021121058A,vag,SCHLAUCH,0.0,0.033
021121058B,vag,SCHLAUCH,0.0,0.03
021121079R,vag,HALTER,0.0,0.197
021121096,vag,SCHLAUCH,0.0,0.03
021121117A,vag,GEHAEUSE,0.0,0.307
021121119A,vag,DICHTUNG,0.0,0.00132
021121121A,vag,STUTZEN,0.0,0.097
021121121C,vag,STUTZEN,0.0,0.085
021121133D,vag,STUTZEN,0.0,0.092
021131101A,vag,VENTIL,0.0,0.23
021131149E,vag,ROHR,0.0,0.033
021131501E,vag,VENTIL,0.0,0.414
021133073D,vag,DICHTUNG,0.0,0.00478
021133827,vag,HALTER,0.0,0.011
021253050B,vag,DICHTUNG,0.0,0.051
021253115,vag,DICHTUNG,0.0,0.0212
021256322B,vag,DECKEL,0.0,0.04
021256326A,vag,DICHTUNG,0.0,0.0064
021903193B,vag,KAPPE,0.0,0.121
021903193C,vag,KAPPE,0.0,0.048
021903193D,vag,KAPPE,0.0,0.305
021905377C,vag,SENSOR,0.0,0.061
021905377E,vag,SENSOR,0.0,0.0559
021905430DA,vag,ZUENDLEITG,0.0,0.105
021905430DB,vag,ZUENDLEITG,0.0,0.097
021905430DC,vag,ZUENDLEITG,0.0,0.096
021905430DD,vag,ZUENDLEITG,0.0,0.09
021905430DE,vag,ZUENDLEITG,0.0,0.097
021905430DF,vag,ZUENDLEITG,0.0,0.084
021906031D,vag,VENTIL,0.0,0.041
021919369,vag,SCHALTER,0.0,0.019
021971848A,vag,HALTER,0.0,0.0072
021971921,vag,KAPPE,0.0,0.00334
022103139,vag,PASSHUELSE,0.0,0.007
022103139B,vag,PASSHUELSE,0.0,0.007
022103175,vag,VENTIL,0.0,0.01
022103383M,vag,DICHTUNG,0.0,0.436
022103390,vag,LASCHE,0.0,0.2
022103392,vag,HALTER,0.0,0.15
022103429AA,vag,ZYL.KOPFHA,0.0,2.892
022103429L,vag,ZYL.KOPFHA,0.0,2.654
022103484D,vag,DICHTUNG,0.0,0.005
022103484F,vag,DICHTUNG,0.0,0.005
022103498A,vag,STOPFEN,0.0,0.015
022103515B,vag,ABSCHEIDER,0.0,0.199
022103534A,vag,KAPPE,0.0,0.012
022103765A,vag,VENTIL,0.0,0.125
022103831B,vag,SCHRAUBE,0.0,0.017
022103831C,vag,HUELSE,0.0,0.017
022103925AD,vag,ABDECKUNG,0.0,0.884
022103925BB,vag,ABDECKUNG,0.0,0.087
022103925BC,vag,ABDECKUNG,0.0,0.118
022103925K,vag,ABDECKUNG,0.0,0.16
022103935AB,vag,ABDECKUNG,0.0,0.131
022105635,vag,SCHEIBE,0.0,0.012
022107065AA,vag,KOLBEN,0.0,0.49
022107065G,vag,KOLBEN,0.0,0.497
022109087J,vag,VERSTELLER,0.0,1.101
022109087K,vag,VERSTELLER,0.0,1.103
022109087N,vag,VERSTELLER,0.0,1.016
022109088R,vag,VERSTELLER,0.0,1.13
022109601E,vag,VENTIL,0.0,0.044
022109601F,vag,VENTIL,0.0,0.051
022109611C,vag,AUSLVENTIL,0.0,0.064
022109623G,vag,FEDER,0.0,0.038
022109623H,vag,FEDER,0.0,0.0407
022109641B,vag,FEDRTELLER,0.0,0.008
022115105D,vag,OELPUMPE,0.0,1.4
022115105F,vag,OELPUMPE,0.0,1.324
022115111,vag,DICHTUNG,0.0,0.005
022115403AA,vag,OELFILTER,0.0,3.586
022115403H,vag,OELFILTER,0.0,3.343
022115403R,vag,OELFILTER,0.0,0.99
022115403S,vag,OELFILTER,0.0,1.002
022115607D,vag,OELMESSTAB,0.0,0.03
022115629P,vag,ROHR,0.0,0.172
022115629R,vag,ROHR,0.0,0.16
022115629S,vag,ROHR,0.0,0.174
022121011,vag,WASSERPUMP,0.0,0.892
022121011B,vag,WASSERPUMP,0.0,0.755
022121049B,vag,SCHLAUCH,0.0,0.12
022121050,vag,WASSERROHR,0.0,0.2
022121050A,vag,WASSERROHR,0.0,0.2
022121058G,vag,SCHLAUCH,0.0,0.067
022121079,vag,HALTER,0.0,0.145
022121079B,vag,HALTER,0.0,0.082
022121096,vag,SCHLAUCH,0.0,0.052
022121096J,vag,SCHLAUCH,0.0,0.08
022121111G,vag,GEHAEUSE,0.0,0.664
022121113,vag,KUEHLREGLE,0.0,0.12
022121117C,vag,GEHAEUSE,0.0,0.36
022121119A,vag,DICHTRING,0.0,0.003
022121121E,vag,STUTZEN,0.0,0.08
022121151E,vag,WASSERROHR,0.0,0.934
022121151F,vag,WASSERROHR,0.0,0.352
022131085F,vag,HALTER,0.0,0.51
022131085G,vag,HALTER,0.0,0.55
022131085H,vag,HALTER,0.0,0.523
022131116A,vag,ADAPTER,0.0,0.456
022131120B,vag,DICHTUNG,0.0,0.0032
022131120D,vag,DICHTUNG,0.0,0.002
022131120E,vag,DICHTUNG,0.0,0.0014
022131149AC,vag,SCHLAUCH,0.0,0.058
022131149AD,vag,SCHLAUCH,0.0,0.0905
022131149Q,vag,SCHLAUCH,0.0,0.058
022131351A,vag,LUFTVENTIL,0.0,0.229
022131561Q,vag,HALTER,0.0,0.2075
022131581D,vag,ROHR,0.0,0.036
022131581E,vag,ROHR,0.0,0.178
022131581F,vag,ROHR,0.0,0.0565
022131582C,vag,ROHR,0.0,0.198
022133047,vag,KLAMMER,0.0,0.003
022133201AH,vag,SAUGROHR,0.0,6.11
022133201AJ,vag,SAUGROHR,0.0,6.11
022133237A,vag,DICHTUNG,0.0,0.0565
022133237C,vag,DICHTUNG,0.0,0.048
022133237D,vag,DICHTUNG,0.0,0.005
022133237E,vag,DICHTUNG,0.0,0.005
022133340,vag,HALTER,0.0,0.036
022133340A,vag,HALTER,0.0,0.03
022133340F,vag,HALTEBLECH,0.0,0.094
022133588B,vag,HUELSE,0.0,0.0125
022133653B,vag,SCHALTWELL,0.0,0.25
022133672,vag,DECKEL,0.0,0.025
022133759,vag,ANTRIEB,0.0,0.175
022133759A,vag,ANTRIEB,0.0,0.171
022133760A,vag,DECKEL,0.0,0.035
022133760B,vag,DECKEL,0.0,0.037
022133778CP,vag,SCHLAUCH,0.0,0.096
022133778L,vag,SCHLAUCH,0.0,0.105
022133783,vag,SCHLAUCH,0.0,0.017
022133783A,vag,SCHLAUCH,0.0,0.041
022141015C,vag,KUPPLUNG,0.0,6.373
022145276A,vag,LENKROLLE,0.0,0.207
022145276F,vag,LENKROLLE,0.0,0.1745
022145299D,vag,RI SPANNER,0.0,0.944
022145299E,vag,RI SPANNER,0.0,0.905
022145299L,vag,RI SPANNER,0.0,0.654
022145933P,vag,DOP.RIEMEN,0.0,0.414
022198151B,vag,KOLBENRING,0.0,0.044
022198763,vag,REP.SATZ,0.0,0.004
022199308,vag,STUETZE,0.0,2.731
022253031N,vag,KRUEMMER,0.0,2.965
022253032N,vag,KRUEMMER,0.0,2.965
022253039E,vag,DICHTUNG,0.0,0.067
022253049AL,vag,HALTER,0.0,0.152
022253050C,vag,DICHTUNG,0.0,0.039
022260087D,vag,HALTER,0.0,2.041
022260087F,vag,HALTER,0.0,2.133
022260089M,vag,HALTER,0.0,2.261
022905376,vag,SENSOR,0.0,0.081
022905377,vag,SENSOR,0.0,0.067
022905715C,vag,ZUENDSPULE,0.0,0.214
022905715D,vag,ZUENDSPULE,0.0,0.208
022905715E,vag,ZUENDSPULE,0.0,0.21
022906262AN,vag,LAMBDASOND,0.0,0.209
022957147,vag,GEBER,0.0,0.129
022957147A,vag,GEBER,0.0,0.079
022959253A,vag,LUFTPUMPE,0.0,1.46
022959253B,vag,LUFTPUMPE,0.0,1.505
022971501AC,vag,HALTER,0.0,0.0655
022971501B,vag,HALTER,0.0,0.052
022971501H,vag,HALTER,0.0,0.11
022971501N,vag,HALTER,0.0,0.135
022971501P,vag,HALTER,0.0,0.055
022971501S,vag,HALTER,0.0,0.1474
022971502A,vag,HALTER,0.0,0.06
022971502AH,vag,HALTER,0.0,0.045
022971502BB,vag,HALTER,0.0,0.0077
022971804,vag,HALTER,0.0,0.052
022971842,vag,HALTER,0.0,0.0018
022971858A,vag,HALTER,0.0,0.052
023129101,vag,VENTIL,0.0,0.071
023129627E,vag,SCHLAUCH,0.0,0.183
023133990C,vag,SCHLAUCH,0.0,0.00862
023133990D,vag,SCHLAUCH,0.0,0.023
023906461,vag,LUFTMESSER,0.0,0.305
025121321B,vag,DECKEL,0.0,0.056
025251261,vag,DICHTUNG,0.0,0.02
025906041A,vag,TEMP.SENSO,0.0,0.02
026103085D,vag,DICHTRING,0.0,0.011
026103139,vag,STIFT,0.0,0.0041
026103181B,vag,DICHTUNG,0.0,0.01
026105255,vag,RI SCHEIBE,0.0,0.401
026105275,vag,ZAHNKRANZ,0.0,0.45
026105635A,vag,SCHEIBE,0.0,0.012
026107065N,vag,KOLBEN,0.0,0.452
026109150A,vag,KLAMMER,0.0,0.0033
026109601L,vag,VENTIL,0.0,0.074
026109675,vag,ABDICHTUNG,0.0,0.004
0261155613,vag,OELFILTER,0.0,0.4
026121041P,vag,DICHTUNG,0.0,0.01
0261210533,vag,SCHLAUCH,0.0,0.14
026121053G,vag,SCHLAUCH,0.0,0.132
026121093A,vag,HALTER,0.0,0.004
026121121A,vag,STUTZEN,0.0,0.056
0261211339,vag,FLANSCH,0.0,0.141
026121144F,vag,FLANSCH,0.0,0.0507
026129595,vag,WAERMBLECH,0.0,0.19
026129717D,vag,DICHTUNG,0.0,0.016
026129949,vag,DICHTUNG,0.0,0.00268
0261330733,vag,DICHTRING,0.0,0.007
026133555A,vag,EINSATZ,0.0,0.013
026133784G,vag,SCHLAUCH,0.0,0.0097
026133827,vag,HALTER,0.0,0.0039
026198491,vag,LAGER,0.0,0.06
026903245A,vag,HALTER,0.0,0.18
026903247B,vag,BUEGEL,0.0,0.197
026906283J,vag,VENTIL,0.0,0.114
027109675,vag,ABDICHTUNG,0.0,0.00172
027115611C,vag,OELMESSTAB,0.0,0.039
027121063C,vag,SCHLAUCH,0.0,0.04
027129627E,vag,SCHLAUCH,0.0,0.118
027905207,vag,ZUENDVERTE,0.0,0.138
028010227E,vag,KENNSCHILD,0.0,0.00074
028010757N,vag,KENNSCHILD,0.0,0.0005
028103039A,vag,PASSHUELSE,0.0,0.005
028103086C,vag,DICHTRING,0.0,0.0125
028103171B,vag,FLANSCH,0.0,0.171
028103316A,vag,DISTSTUECK,0.0,0.018
028103469L,vag,ZYL.KOPFHA,0.0,1.28
028103483G,vag,DICHTUNG,0.0,0.085
028103483H,vag,DICHTUNG,0.0,0.083
028103493S,vag,SCHLAUCH,0.0,0.083
028103534A,vag,KAPPE,0.0,0.0015
028103536,vag,SCHEIBE,0.0,0.013
028103634,vag,ROHR,0.0,0.085
028103657,vag,SCHLAUCH,0.0,0.019
028105189B,vag,GEBERRING,0.0,0.218
028105253A,vag,RI SCHEIBE,0.0,0.495
028105431C,vag,BUCHSE,0.0,0.029
028105431D,vag,BUCHSE,0.0,0.02687
028107065CF001,vag,KOLBEN,0.0,0.77
028107065CF003,vag,KOLBEN,0.0,0.767
028109101G,vag,NOCKENWELL,0.0,2.612
028109123H,vag,SCHUTZ,0.0,0.331
028109132,vag,STOPFEN,0.0,0.0026
028109178A,vag,KLAMMER,0.0,0.01
028109243F,vag,SPANNROLLE,0.0,0.33
028109244B,vag,UMLENKROLL,0.0,0.076
028109601D,vag,VENTIL,0.0,0.077
028109611E,vag,AUSLVENTIL,0.0,0.071
028109611G,vag,AUSLVENTIL,0.0,0.073
028109623B,vag,FEDER,0.0,0.0371
028109633A,vag,FEDER,0.0,0.013
028115017E,vag,WELLE,0.0,1.605
028115417G,vag,HALTER,0.0,0.602
028115561B,vag,OELFILTER,0.0,0.445
028117021E,vag,OELKUEHLER,0.0,0.683
028117070,vag,DICHTRING,0.0,0.0028
028117070B,vag,DICHTUNG,0.0,0.02
028121053Q,vag,SCHLAUCH,0.0,0.165
028127435C,vag,FILTER,0.0,0.444
028129101E,vag,VENTIL,0.0,0.068
028129637P,vag,STUTZEN,0.0,0.088
028129717D,vag,DICHTUNG,0.0,0.011
028129748,vag,DICHTUNG,0.0,0.00235
028129797A,vag,BUEGEL,0.0,0.007
028129969,vag,WAERMBLECH,0.0,0.196
028130147A,vag,KONSOLE,0.0,2.211
028130147D,vag,BLECH,0.0,0.136
028130147J,vag,KONSOLE,0.0,2.041
028130149B,vag,STUETZE,0.0,0.134
028130231,vag,SCHRAUBE,0.0,0.017
028130431,vag,SCHELLE,0.0,0.003
028131521AD,vag,ROHR,0.0,0.3
028145111A,vag,DECKEL,0.0,0.167
028145278E,vag,UMLENKROLL,0.0,0.144
028145757,vag,DICHTUNG,0.0,0.00181
028903139T,vag,HALTER,0.0,3.455
028903143AD,vag,HALTER,0.0,0.89
028903193E,vag,KAPPE,0.0,0.07
028903308G,vag,SPANNHEBEL,0.0,0.345
028903310,vag,KAPPE,0.0,0.0018
028903313,vag,HUELSE,0.0,0.0098
028903315M,vag,SPANNELEMT,0.0,0.916
028903320B,vag,REP.SATZ,0.0,0.2
0289035431,vag,PLATTE,0.0,0.029
0289038472,vag,TRAEGER,0.0,0.478
0289039991,vag,MUTTER,0.0,0.004
028905256,vag,HALTER,0.0,0.0737
028906040C,vag,TEMP.SENSO,0.0,0.002
028906081,vag,TEMP.SENSO,0.0,0.017
028906283P,vag,VENTIL,0.0,0.135
028919081J,vag,SCHALTER,0.0,0.031
028971766,vag,BRUECKE,0.0,0.107
02A141165R,vag,LAGER,0.0,0.151
02A141180A,vag,HUELSE,0.0,0.085
02A141740A,vag,DRUCKSTANG,0.0,0.041
02A141777B,vag,ZAPFEN,0.0,0.0225
02A301115A,vag,STOPFEN,0.0,0.016
02A301320B,vag,RING,0.0,0.00044
02A301445,vag,STUETZE,0.0,0.081
02A311123E,vag,LAGER,0.0,0.26
02A311158AS,vag,SCHALTRAD,0.0,0.798
02A311213C,vag,NADELLAGER,0.0,0.028
02A311247C,vag,SYNCHRONRI,0.0,0.076
02A311324C,vag,FEDER,0.0,0.034
02A311375C,vag,HUELSE,0.0,0.102
02A311514A,vag,STUETZE,0.0,0.189
02A311515K,vag,LAUFWELLE,0.0,0.25
02A311523B,vag,HUELSE,0.0,0.035
02A311548A,vag,DRUCKFEDER,0.0,0.0078
02A311590C,vag,KUGELLAGER,0.0,0.0071
02A311648C,vag,HUELSE,0.0,0.02
02A409193,vag,FUEHRUNG,0.0,0.016
02A409197,vag,RITZEL,0.0,0.0072
02A409355D,vag,FLANWELLE,0.0,1.066
02A409355H,vag,FLANWELLE,0.0,1.059
02A409373,vag,MUTTER,0.0,0.034
02A498210,vag,SCHEIBEN,0.0,0.103
02B141708A,vag,LAGERBOCK,0.0,0.81
02B409187,vag,ANTRIBSRAD,0.0,0.014
02B409319,vag,SCHUTZROHR,0.0,0.04
02B409371,vag,HUELSE,0.0,0.058
02C409265,vag,HUELSE,0.0,0.0084
02C409266,vag,HUELSE,0.0,0.0026
02D311206B,vag,AUFNAHME,0.0,0.704
02D409339,vag,MUFFE,0.0,0.221
02D409355C,vag,FLANWELLE,0.0,1.194
02D525083A,vag,DECKEL,0.0,0.189
02D525089,vag,DICHTUNG,0.0,0.003
02D525118A,vag,WINKEL,0.0,0.005
02D525118B,vag,WINKEL,0.0,0.005
02D525126,vag,RING,0.0,0.071
02D525133A,vag,BUNDMUTTER,0.0,0.075
02D525275C,vag,DICHTRING,0.0,0.055
02D525279,vag,FALTENBALG,0.0,0.011
02D525345,vag,DICHTRING,0.0,0.002
02D525345A,vag,DICHTRING,0.0,0.001
02D525355B,vag,FLANWELLE,0.0,0.975
02D525356,vag,FLANWELLE,0.0,0.113
02D525557,vag,LADEPUMPE,0.0,0.547
02D525558A,vag,OELFILTER,0.0,0.096
02D525577A,vag,DECKEL,0.0,3.65
02D525596F,vag,DICHTRING,0.0,0.044
02D525596G,vag,DICHTRING,0.0,0.031
02D525729,vag,SCHRAUBE,0.0,0.008
02D525731,vag,RING,0.0,0.009
02D598275A,vag,DICHT.SATZ,0.0,0.062
02D598574,vag,OELFILTER,0.0,0.096
02E301205C,vag,DECKEL,0.0,0.755
02E305045,vag,GEHAEUSE,0.0,0.076
02E305051C,vag,FILTEREINS,0.0,0.077
02E311120A,vag,KAPPE,0.0,0.005
02E311321F,vag,RING,0.0,0.00239
02E311321G,vag,RING,0.0,0.0026
02E311321H,vag,RING,0.0,0.0027
02E311321J,vag,RING,0.0,0.003
02E311321K,vag,RING,0.0,0.0029
02E311321L,vag,RING,0.0,0.0031
02E311321M,vag,RING,0.0,0.0032
02E311321N,vag,RING,0.0,0.0035
02E311321P,vag,RING,0.0,0.0034
02E311321Q,vag,RING,0.0,0.0035
02E311336,vag,FEDER,0.0,0.00266
02E311467,vag,RING,0.0,0.00435
02E321171D,vag,RASTHEBEL,0.0,0.041
02E321171E,vag,RASTHEBEL,0.0,0.041
02E321363B,vag,OELROHR,0.0,0.0094
02E321363C,vag,OELROHR,0.0,0.0096
02E321371E,vag,DICHTUNG,0.0,0.055
02E321397D,vag,WIDERLAGER,0.0,0.067
02E323561C,vag,WELLE,0.0,0.241
02E325025ASZ7H,vag,MECHATRON.,0.0,7.153
02E325025ATZKM,vag,MECHATRON.,0.0,7.148
02E325201D,vag,DECKEL,0.0,1.116
02E398029B,vag,REP.SATZ,0.0,9.262
02E398029C,vag,REP.SATZ,0.0,9.116
02E398321,vag,RING,0.0,0.031
02E399293A,vag,SCHUTZBLEC,0.0,0.016
02E409343C,vag,FLANWELLE,0.0,1.23
02E409343D,vag,FLANWELLE,0.0,1.402
02E409344C,vag,FLANWELLE,0.0,1.475
02E409375A,vag,SCHUTZRING,0.0,0.0072
02F141671B,vag,LAGER,0.0,0.503
02F301189A,vag,DICHTRING,0.0,0.035
02F311123A,vag,LAGER,0.0,0.245
02F311220,vag,LAGER,0.0,0.359
02F311295M,vag,SYNCHRONRI,0.0,0.068
02F311336,vag,FEDER,0.0,0.00266
02G311214B,vag,LAGER,0.0,0.191
02G409177,vag,ACHSE,0.0,0.257
02G409197A,vag,RITZEL,0.0,0.00865
02G409208,vag,STAUBLECH,0.0,0.013
02G409210,vag,SCHEIBE,0.0,0.007
02G409210A,vag,SCHEIBE,0.0,0.008
02G409210B,vag,SCHEIBE,0.0,0.008
02G409210C,vag,SCHEIBE,0.0,0.009
02G409210D,vag,SCHEIBE,0.0,0.009
02G409210E,vag,SCHEIBE,0.0,0.01
02G409210F,vag,SCHEIBE,0.0,0.018
02G409210G,vag,SCHEIBE,0.0,0.011
02G409210H,vag,SCHEIBE,0.0,0.011
02G409210J,vag,SCHEIBE,0.0,0.012
02G409210K,vag,SCHEIBE,0.0,0.012
02G409210L,vag,SCHEIBE,0.0,0.0124
02G409210M,vag,SCHEIBE,0.0,0.013
02G409335A,vag,LAGER,0.0,0.342
02G409345,vag,STECKWELLE,0.0,0.875
02G409356C,vag,FLANWELLE,0.0,1.975
02G409905,vag,TRAEGER,0.0,0.856
02H409400A,vag,DICHTRING,0.0,0.05
02H409529B,vag,DICHTRING,0.0,0.013
02J141719C,vag,HEBEL,0.0,0.447
02J301256,vag,DECKEL,0.0,0.104
02J311103F,vag,WELLE,0.0,1.856
02J311247C,vag,SYNCHRONRI,0.0,0.078
02J311277A,vag,SYNCHRONRI,0.0,0.025
02J311313A,vag,SPERRSTUEC,0.0,0.0032
02J311325,vag,NADELLAGER,0.0,0.06
02J311336B,vag,FEDER,0.0,0.0029
02J409170,vag,ANL.SCHEIB,0.0,0.012
02J409170B,vag,ANL.SCHEIB,0.0,0.0135
02J409177D,vag,ACHSE,0.0,0.213
02J409189E,vag,DICHTRING,0.0,0.016
02J409359,vag,SCHRAUBE,0.0,0.028854
02J409378,vag,SCHEIBE,0.0,0.011
02J409528C,vag,DICHTRING,0.0,0.05
02K141073,vag,DECKEL,0.0,0.05
02K141709A,vag,KUPP.HEBEL,0.0,0.049
02K409355,vag,FLANWELLE,0.0,0.912
02K498210,vag,SCHEIBEN,0.0,0.1
02K945415,vag,SCHALTER,0.0,0.0768
02M301115B,vag,STOPFEN,0.0,0.011
02M301189G,vag,DICHTRING,0.0,0.02
02M301211B,vag,DECKEL,0.0,0.043
02M301211D,vag,DECKEL,0.0,0.042
02M311101AC,vag,WELLE,0.0,3.768
02M311101AD,vag,WELLE,0.0,3.583
