oem_field,brend_field,name_field,weight_field,volume_field
0K55E32490A,hyundai / kia,"CLAMP, METAL",0.66,0.0
0K55W13690,hyundai / kia,RUBBER TUBE,0.033,0.15
0K55X50070,hyundai / kia,"BUMPER, SUPPORT MOUNT  ",3.3,0.0
0K5661518XA,hyundai / kia,"HOSE ASSY, WINDSHIELD WASHER",0.229,1.04
0K56615282,hyundai / kia,"HOSE ASSY, WINDSHIELD WASHER",0.084,0.38
0K56A26349,hyundai / kia,"ADJUSTER ASSY, DRUM BRAKE",0.029,0.0
0K56B33031,hyundai / kia,"PAD KIT, DISC BRAKE",3.406,0.0
0K56E61500,hyundai / kia,FERROUS PIPE,0.546,15.0
0K56P199D1D,hyundai / kia,RUBBER TUBE,0.079,0.36
0K56P22530,hyundai / kia,"DUST BOOT, KIT AXLE JOINT",0.616,0.0
0K56P2253X,hyundai / kia,"DUST BOOT, KIT AXLE JOINT",0.622,0.0
0K57C61462C,hyundai / kia,"HOSE ASSY, WINDSHIELD WASHER",0.286,1.3
0K60A15186A,hyundai / kia,"RESERVOIR ASSY, COOLANT ",0.127,1.0
0K60A15220B,hyundai / kia,"RESERVOIR ASSY, COOLANT ",0.418,1.0
0K60A18400,hyundai / kia,ALTERNATOR ASSY,7.04,0.0
0K60A28320,hyundai / kia,SHOCK ABSORBER,0.88,0.0
0K60A28330,hyundai / kia,SHOCK ABSORBER,0.035,0.0
0K60A28700B,hyundai / kia,SHOCK ABSORBER,1.689,0.0
0K60A32270A,hyundai / kia,FERROUS PIPE,0.49,15.0
0K60A32472B,hyundai / kia,FERROUS PIPE,0.088,15.0
0K60A33671,hyundai / kia,BRAKE CALIPER,0.003,0.0
0K60A39340A,hyundai / kia,"BRACKET, REINFORCEMENT",0.462,0.0
0K60A58315,hyundai / kia,LOCK ASSY,0.002,0.0
0K60A58511,hyundai / kia,LOCK ASSY,3.3,0.0
0K60A58560A,hyundai / kia,LOCK ASSY,1.29,0.0
0K60A61212C,hyundai / kia,"RADIATOR ASSY, HEATER",0.444,1.212
0K60A63932F,hyundai / kia,"GLASS ASSY, WINDSHIELD ",0.638,40.0
0K60C51070C,hyundai / kia,"LAMP ASSY, TURN SIGNAL",0.355,0.0
0K60G27012,hyundai / kia,"WASHER, METAL",0.022,0.0
0K60N13340A,hyundai / kia,RUBBER TUBE,0.616,2.8
0K62126163,hyundai / kia,"NUT, METAL",0.041,0.0
0K63824105,hyundai / kia,GASKET RUBBER SEAL,0.001,0.003
0K63B2253XA,hyundai / kia,"DUST BOOT, KIT",0.616,0.0
0K63B25600C,hyundai / kia,DRIVE SHAFT ASSY,8.102,0.0
0K63B32420C,hyundai / kia,"BRACKET ASSY, STEERING COLUMN",0.098,0.0
0K63B32611A,hyundai / kia,"BRACKET ASSY, STEERING COLUMN",0.11,0.0
0K63B34820,hyundai / kia,SPRING LEAF ASSY,0.341,0.0
0K63B39340,hyundai / kia,"CUSHION ASSY, CAB MOUNTING",0.383,0.0
0K63D42710,hyundai / kia,FUEL TANK ASSY,2.2,10.0
0K63K28775,hyundai / kia,"BUSHING, RUBBER",0.011,0.0
0K65A10154A,hyundai / kia,"GASKET, WATER BY-PASS PAPER",0.002,0.006
0K65A10155A,hyundai / kia,"GASKET, WATER BY-PASS PAPER",0.004,0.012
0K65A10270E,hyundai / kia,"GASKET, WATER BY-PASS PAPER",0.99,2.7
0K65A10270F,hyundai / kia,"GASKET, WATER BY-PASS PAPER",0.944,2.574
0K65A10480B,hyundai / kia,"GASKET, WATER BY-PASS PAPER",0.029,0.078
0K65A11102D,hyundai / kia,"GEAR RING, FLYWHEEL",0.825,0.0
0K65A12112B,hyundai / kia,"VALVE LOCK, SPRING RETAINER",0.028,0.0
0K65A12115C,hyundai / kia,"VALVE LOCK, SPRING RETAINER",0.08,0.0
0K65A12116A,hyundai / kia,"VALVE LOCK, SPRING RETAINER",0.006,0.0
0K65A12118,hyundai / kia,"VALVE LOCK, SPRING RETAINER",0.002,0.0
0K65A12123B,hyundai / kia,"VALVE LOCK, SPRING RETAINER",0.004,0.0
0K65A13456,hyundai / kia,FERROUS PIPE,0.028,15.0
0K65A13461B,hyundai / kia,FERROUS PIPE,0.088,15.0
0K65A14116,hyundai / kia,"HOSE ASSY, WINDSHIELD WASHER",0.022,0.1
0K65A14830,hyundai / kia,"HOSE ASSY, WINDSHIELD WASHER",0.055,0.25
0K65A15172C,hyundai / kia,"BLADE, RADIATOR FAN",0.139,0.0
0K65B10220B,hyundai / kia,"COVER ASSY, CYLINDER HEAD",1.049,0.0
0K65B13111,hyundai / kia,FERROUS PIPE,0.024,15.0
0K65C10100,hyundai / kia,"PLATE, METAL",26.906,0.0
0K67033022A,hyundai / kia,GASKET RUBBER SEAL,0.001,0.003
0K67033055A,hyundai / kia,GASKET RUBBER SEAL,0.055,0.15
0K67226113B,hyundai / kia,"BOLT, METAL",0.074,0.0
0K67226157,hyundai / kia,"BOLT, METAL",0.011,0.0
0K67B17400,hyundai / kia,"SPRING, RETAINER",0.124,0.0
0K67B17863,hyundai / kia,"SPRING, RETAINER",0.006,0.0
0K67B17901,hyundai / kia,"SPRING, RETAINER",0.033,0.0
0K6B023602,hyundai / kia,"COVER ASSY, PLASTIC",0.473,2.15
0K6B051160A,hyundai / kia,"EMBLEM NAME PLATE, PLASTIC",0.792,2.16
0K6Z011SF0,hyundai / kia,CRANKSHAFT BEARINGS,0.672,0.0
0K6Z011SJ0,hyundai / kia,CRANKSHAFT BEARINGS,0.044,0.0
0K6Z111SH0,hyundai / kia,CRANKSHAFT BEARINGS,0.416,0.0
0K70A67360,hyundai / kia,"NOZZLE ASSY, WINDSHIELD WASHER",0.55,0.0
0K71013111A,hyundai / kia,"GASKET, WATER BY-PASS PAPER",0.028,0.075
0K71013461,hyundai / kia,"GASKET, RUBBER",0.006,0.015
0K71013462,hyundai / kia,"GASKET, RUBBER",0.058,0.159
0K71015162A,hyundai / kia,THERMOSTAT ASSY,0.002,0.0
0K71015171,hyundai / kia,THERMOSTAT ASSY,0.077,0.0
0K71028333,hyundai / kia,"BRACKET, REINFORCEMENT",0.03,0.0
0K71032240,hyundai / kia,STEERING RACK ASSY,0.439,20.0
0K71034510,hyundai / kia,"JOINT ASSY, SUSPENSION",1.056,0.0
0K71034540,hyundai / kia,"JOINT ASSY, SUSPENSION",0.816,0.0
0K71062361,hyundai / kia,LOCK ASSY,0.083,0.0
0K71C32125,hyundai / kia,"HOSE ASSY, WINDSHIELD WASHER",0.078,0.355
0K71E16103,hyundai / kia,"DISC, FRICTION  A/T",0.019,0.0
0K71E17011,hyundai / kia,"SLEEVE COLLAR, SYNCRONIZATOR",0.028,0.0
0K71E17122,hyundai / kia,"SLEEVE COLLAR, SYNCRONIZATOR",0.045,0.0
0K71E17207,hyundai / kia,"SLEEVE COLLAR, SYNCRONIZATOR",0.185,0.0
0K71E17210A,hyundai / kia,"SLEEVE COLLAR, SYNCRONIZATOR",0.031,0.0
0K71E17290,hyundai / kia,"SLEEVE COLLAR, SYNCRONIZATOR",0.185,0.0
0K71E17293A,hyundai / kia,"SLEEVE COLLAR, SYNCRONIZATOR",0.008,0.0
0K71E17294,hyundai / kia,"SLEEVE COLLAR, SYNCRONIZATOR",0.002,0.0
0K71E17295,hyundai / kia,"SLEEVE COLLAR, SYNCRONIZATOR",0.399,0.0
0K71E17313,hyundai / kia,"SLEEVE COLLAR, SYNCRONIZATOR",0.02,0.0
0K71E17336A,hyundai / kia,"SLEEVE COLLAR, SYNCRONIZATOR",0.073,0.0
0K71E18381,hyundai / kia,SPARK PLUG,0.134,0.0
0K71E33047,hyundai / kia,BRAKE ROTOR,0.035,0.0
0K72A16460,hyundai / kia,"DISC, FRICTION  A/T",1.898,0.0
0K72A28830B,hyundai / kia,"BUSHING, SUSPENSION ARM",0.226,0.0
0K72A32400B,hyundai / kia,FERROUS PIPE,0.312,15.0
0K72A32462D,hyundai / kia,FERROUS PIPE,0.1,15.0
0K72A33047,hyundai / kia,"BEARING, TAPERED",0.33,0.0
0K72A34830,hyundai / kia,"INSULATOR, SHOCK ABSORBER",0.154,0.0
0K72A51831C,hyundai / kia,"LAMP ASSY, REAR",0.11,5.0
0K72A51871D,hyundai / kia,"LAMP ASSY, REAR",0.11,5.0
0K72A61490D,hyundai / kia,SWITCH ASSY,3.74,17.0
0K72A61C30,hyundai / kia,SWITCH ASSY,0.04,0.18
0K72A62361C,hyundai / kia,"HINGE ASSY, FRONT DOOR",0.069,0.0
0K72A62760A,hyundai / kia,"HINGE ASSY, FRONT DOOR",1.287,0.0
0K72A62933B,hyundai / kia,"HINGE ASSY, FRONT DOOR",0.072,0.0
0K72A63681,hyundai / kia,GASKET RUBBER SEAL,0.022,0.06
0K72A66650,hyundai / kia,"RELAY, FUSE BLOCK",0.022,0.0
0K72A66760F,hyundai / kia,"RELAY, FUSE BLOCK",0.132,0.0
0K72A67330,hyundai / kia,"LINK ASSY, WINDSHIELD WIPER",0.165,0.0
0K72A72210B,hyundai / kia,"HANDLE, PLASTIC",0.231,0.0
0K72A72250A,hyundai / kia,"HANDLE, PLASTIC",0.926,0.0
0K72A72533B,hyundai / kia,"HANDLE, PLASTIC",0.002,0.0
0K72B15930,hyundai / kia,"RESERVOIR ASSY, COOLANT ",0.38,1.0
0K72B32111,hyundai / kia,"FLANGE ASSY, STEERING SHAFT",0.152,0.0
0K72B32130,hyundai / kia,"FLANGE ASSY, STEERING SHAFT",0.035,0.0
0K72B6293X,hyundai / kia,"GLASS ASSY, REAR ",4.384,40.0
0K72C13111A,hyundai / kia,"RESERVOIR ASSY, COOLANT ",0.004,1.0
0K72C23603,hyundai / kia,"FILTER ASSY, AIR ELEMENT",0.237,0.0
0K72C45911,hyundai / kia,HOLDER FOR CANDLE HIGH VOLTAGE WIRES,0.001,0.0
0K72C61F20,hyundai / kia,"MOTOR ASSY, COOLING FAN",0.858,0.0
0K72C63901C,hyundai / kia,"GLASS ASSY, SIDE",14.41,15.0
0K72C63901D,hyundai / kia,"GLASS ASSY, SIDE",13.483,15.0
0K74P28775,hyundai / kia,SHOCK ABSORBER,0.017,0.0
0K74P28820,hyundai / kia,SHOCK ABSORBER,0.352,0.0
0K74T34710A,hyundai / kia,"BUSHING, STABILIZER",2.316,0.0
0K75610113,hyundai / kia,"LINER, ENGINE CYLINDER ",0.011,0.0
0K75610270A,hyundai / kia,"LINER, ENGINE CYLINDER ",0.751,0.0
0K75626341,hyundai / kia,"SPRING, RETAINER",0.017,0.0
0K75626350,hyundai / kia,"SPRING, RETAINER",0.028,0.0
0K75626450,hyundai / kia,"SPRING, RETAINER",0.094,0.0
0K75A10100,hyundai / kia,"CASE ASSY, THERMOSTAT",26.895,0.0
0K75A10311B,hyundai / kia,"CASE ASSY, THERMOSTAT",0.848,0.0
0K75A10580B,hyundai / kia,"CASE ASSY, THERMOSTAT",0.022,0.0
0K75A33692,hyundai / kia,"BOLT, METAL",0.002,0.0
0K75A33698,hyundai / kia,"BOLT, METAL",0.004,0.0
0K75B61A10A,hyundai / kia,"RADIATOR ASSY, HEATER",0.44,1.2
0K76B51060B,hyundai / kia,"LAMP ASSY, REAR",0.484,5.0
0K76B51070B,hyundai / kia,"LAMP ASSY, REAR",0.484,5.0
0K77012988,hyundai / kia,"WASHER, METAL",0.026,0.0
0K77A50221C,hyundai / kia,"MOULDING ASSY, BUMPER COVER",3.168,25.0
0K79A13341,hyundai / kia,RUBBER TUBE,0.781,3.55
0K79A16410,hyundai / kia,"DISC, FRICTION  A/T",5.995,0.0
0K79A50710,hyundai / kia,SPOILER ASSY,0.814,9.0
0K79A50710BXX,hyundai / kia,SPOILER ASSY,0.814,9.0
0K79D26154,hyundai / kia,"GASKET, RUBBER",0.022,0.06
0K7A161J10,hyundai / kia,"CONTROL UNIT, HEATING AIR CONDITIONING ",1.892,0.0
0K7AA62361,hyundai / kia,LOCK ASSY,0.088,0.0
0K7Y011SKY,hyundai / kia,CRANKSHAFT BEARINGS,0.11,0.0
0K85033056,hyundai / kia,"NUT, METAL",0.033,0.0
0K85033057,hyundai / kia,"NUT, METAL",0.008,0.0
0K90024754,hyundai / kia,"CARBON BRUSHES, ALTERNATOR ",0.007,0.0
0K94115908,hyundai / kia,"BELT, V",0.077,0.0
0K95412205,hyundai / kia,PINION ASSY,0.242,0.0
0K95416410B,hyundai / kia,"DISC, FRICTION  A/T",1.818,0.0
0K99332184A,hyundai / kia,SEAL RING,0.017,0.0
0K9A039080A,hyundai / kia,"INSULATOR, ENGINE MOUNTING",1.661,0.0
0K9A059511C,hyundai / kia,GASKET RUBBER SEAL,2.761,7.53
0K9A063901A,hyundai / kia,"GLASS ASSY, WINDSHIELD ",15.004,40.0
0K9A215380,hyundai / kia,"BLADE, RADIATOR FAN",0.168,0.0
0K9A21810XB,hyundai / kia,"COIL ASSY, IGNITION",0.77,0.0
0K9A222520,hyundai / kia,"DUST BOOT, KIT",2.002,0.0
0K9A232123,hyundai / kia,"HOSE ASSY, WINDSHIELD WASHER",0.055,0.25
0K9A232280,hyundai / kia,"HOSE ASSY, WINDSHIELD WASHER",0.327,1.485
0K9A232470B,hyundai / kia,"HOSE ASSY, WINDSHIELD WASHER",0.66,3.0
0K9A232610,hyundai / kia,"HOSE ASSY, WINDSHIELD WASHER",0.012,0.055
0K9A232620A,hyundai / kia,"HOSE ASSY, WINDSHIELD WASHER",0.344,1.565
0K9A243423A,hyundai / kia,"HOSE ASSY, WINDSHIELD WASHER",0.018,0.08
0K9A261500E,hyundai / kia,"RECEIVER TANK, AIR CONDITIONER",0.165,0.0
0K9A26750Y,hyundai / kia,"NOZZLE ASSY, WINDSHIELD WASHER",0.026,0.0
0K9A539070C,hyundai / kia,"SUPPORT ASSY, ENGINE MOUNTING",1.412,0.0
0K9AA67502,hyundai / kia,CONNECTOR,0.002,0.0
0K9AB28700A,hyundai / kia,SHOCK ABSORBER,4.428,0.0
0K9B010511,hyundai / kia,"COVER ASSY, PLASTIC",0.275,1.25
0K9B050111,hyundai / kia,"MOULDING ASSY, RUBBER",0.167,0.0
0K9B066122,hyundai / kia,"RELAY, FUSE BLOCK",0.136,0.0
0K9B232410E,hyundai / kia,"HOSE ASSY, WINDSHIELD WASHER",0.916,4.165
0K9B322530,hyundai / kia,"JOINT ASSY, DRIVE SHAFT",0.131,0.0
0K9B521168,hyundai / kia,SOLENOID GEARBOX,0.053,0.0
0K9BV10103,hyundai / kia,"COVER ASSY, TIMING GEAR",0.018,1.0
0K9BV10117B,hyundai / kia,"COVER ASSY, TIMING GEAR",0.009,1.0
0K9BV10271A,hyundai / kia,"COVER ASSY, TIMING GEAR",0.11,1.0
0K9BV10281,hyundai / kia,"COVER ASSY, TIMING GEAR",0.013,1.0
0K9BV10440E,hyundai / kia,"COVER ASSY, TIMING GEAR",0.286,1.0
0K9BV10540C,hyundai / kia,"COVER ASSY, TIMING GEAR",0.062,1.0
0K9BV105B0B,hyundai / kia,"COVER ASSY, TIMING GEAR",0.149,1.0
0K9BV10602A,hyundai / kia,"COVER ASSY, TIMING GEAR",0.011,1.0
0K9BV10604,hyundai / kia,"COVER ASSY, TIMING GEAR",0.013,1.0
0K9BV12111A,hyundai / kia,"SPRING, RETAINER",0.044,0.0
0K9BV12113,hyundai / kia,"SPRING, RETAINER",0.011,0.0
0K9BV12205,hyundai / kia,"SPRING, RETAINER",0.22,0.0
0K9BV12730,hyundai / kia,"SPRING, RETAINER",0.506,0.0
0K9BV13111B,hyundai / kia,GASKET RUBBER SEAL,0.022,0.06
0K9BV13405,hyundai / kia,GASKET RUBBER SEAL,0.019,0.051
0K9BV14602,hyundai / kia,OIL PUMP ASSY,0.014,0.0
0K9EA66122,hyundai / kia,"REGULATOR ASSY, HEADLAMP",0.075,0.0
0M02527256,hyundai / kia,PINION ASSY,0.007,0.0
0M50117309,hyundai / kia,"FORK ASSY, CLUTCH RELEASE",0.033,0.0
0M50217204,hyundai / kia,"BEARING, GEARBOX",0.435,0.0
0P01727165A,hyundai / kia,SEAL RING,0.077,0.0
0PN1113H52,hyundai / kia,"SEAL RING, INJECTOR NOZZLE METAL",0.002,0.006
0PN1113H53,hyundai / kia,"SEAL RING, INJECTOR NOZZLE METAL",0.006,0.015
0RF0111376,hyundai / kia,"BOLT, METAL",0.165,0.0
0S08326391,hyundai / kia,SCREW ,0.008,0.0
0S08333071A,hyundai / kia,"BOLT, METAL",0.044,0.0
0S08333075,hyundai / kia,"BOLT, METAL",0.127,0.0
0S08334136A,hyundai / kia,"BUSHING, SUSPENSION ARM",0.076,0.0
0S08334433,hyundai / kia,"BUSHING, SUSPENSION ARM",0.048,0.0
0S08334840,hyundai / kia,"BUSHING, SUSPENSION ARM",0.161,0.0
0S08343609,hyundai / kia,"PAD, PEDAL RUBBER",0.001,0.0
0S08458580A04,hyundai / kia,"HANDLE, PLASTIC",0.044,0.0
0S08941990,hyundai / kia,"CYLINDER, CLUTCH MASTER ",0.693,0.0
0S21311213,hyundai / kia,PISTON CONNECTING ROD,0.037,0.0
0S23133043,hyundai / kia,BEARING,0.008,0.0
0S5Y111SG0,hyundai / kia,CRANKSHAFT BEARINGS,0.732,0.0
0SE0110730A,hyundai / kia,"BOLT, METAL",0.011,0.0
0SE0111213,hyundai / kia,"BUSHING, METAL ",0.051,0.0
0VN0111201C,hyundai / kia,PINION ASSY,0.301,0.0
0VN0114830,hyundai / kia,"STRAINER ASSY, OIL PUMP",0.081,0.0
0VNY111SA0,hyundai / kia,CRANKSHAFT BEARINGS,0.132,0.0
0VNY111SHX,hyundai / kia,CRANKSHAFT BEARINGS,0.684,0.0
0VS0124745,hyundai / kia,STARTER DRIVE BENDIX ASSY,0.636,0.0
0W00125172A,hyundai / kia,"SLEEVE, RING METAL",0.003,0.009
0W02332281A,hyundai / kia,BALL JOINT,0.187,0.0
0W02333045,hyundai / kia,"CYLINDER, DRUM BRAKE  ",0.008,0.0
0W02333047,hyundai / kia,"CYLINDER, DRUM BRAKE  ",0.629,0.0
0W02349130D,hyundai / kia,"REPAIR KIT, BRAKE MASTER",0.007,0.0
0W02533161,hyundai / kia,BRAKE DRUM,0.223,0.0
0W02533163,hyundai / kia,BRAKE DRUM,0.226,0.0
0W50117226,hyundai / kia,SEAL RING,0.014,0.0
0W50117262,hyundai / kia,SEAL RING,0.539,0.0
0W50117283,hyundai / kia,SEAL RING,0.066,0.0
0WA0333022,hyundai / kia,"BUSHING, METAL ",0.088,0.0
1022510003,hyundai / kia,"NUT, METAL",0.002,0.0
1123410253,hyundai / kia,"BOLT, METAL",0.028,0.0
1123412506K,hyundai / kia,"BOLT, U SPRING LEAF",0.066,0.0
1125106166B,hyundai / kia,"BOLT, WITH WASHER",0.008,0.0
1125106256B,hyundai / kia,"BOLT, WITH WASHER",0.006,0.0
1125108206K,hyundai / kia,"BOLT, WITH WASHER",0.017,0.0
1125108256B,hyundai / kia,"BOLT, WITH WASHER",0.018,0.0
1125306163,hyundai / kia,"BOLT, METAL",0.008,0.0
1125306166B,hyundai / kia,"BOLT, METAL",0.004,0.0
1125406306B,hyundai / kia,"BOLT, WITH WASHER",0.012,0.0
1130206163,hyundai / kia,"BOLT, WITH WASHER",0.01,0.0
1140306126B,hyundai / kia,"BOLT, METAL",0.008,0.0
1140306166K,hyundai / kia,"BOLT, METAL",0.008,0.0
1140306256K,hyundai / kia,"BOLT, METAL",0.009,0.0
1140308207B,hyundai / kia,"BOLT, METAL",0.019,0.0
1140410556P,hyundai / kia,"BOLT, METAL",0.048,0.0
1140610856K,hyundai / kia,"BOLT, METAL",0.061,0.0
1140612301,hyundai / kia,"BOLT, U SPRING LEAF",0.05,0.0
1243304127K,hyundai / kia,SCREW,0.003,0.0
1244105166B,hyundai / kia,SCREW     ,0.007,0.0
1244106207B,hyundai / kia,SCREW,0.006,0.0
1244206256B,hyundai / kia,SCREW ,0.007,0.0
1244206257B,hyundai / kia,SCREW ,0.01,0.0
1249205163,hyundai / kia,SCREW     ,0.003,0.0
1249205203,hyundai / kia,SCREW     ,0.006,0.0
1249304163,hyundai / kia,SCREW     ,0.004,0.0
1249305207B,hyundai / kia,SCREW ,0.006,0.0
1310412003,hyundai / kia,"NUT, METAL",0.011,0.0
1310610001,hyundai / kia,"NUT, METAL",0.007,0.0
1313410007K,hyundai / kia,"NUT, METAL",0.017,0.0
1326114001,hyundai / kia,"NUT, METAL",0.031,0.0
1326210001,hyundai / kia,"NUT, METAL",0.011,0.0
1327008007B,hyundai / kia,"NUT, METAL",0.006,0.0
1327010007K,hyundai / kia,"NUT, METAL",0.007,0.0
1334106887B,hyundai / kia,"NUT, METAL",0.003,0.0
1338506007K,hyundai / kia,"NUT, METAL",0.004,0.0
1346810001,hyundai / kia,"BOLT, METAL",0.012,0.0
1350408223,hyundai / kia,"WASHER, METAL",0.001,0.0
1360212006K,hyundai / kia,"WASHER, METAL",0.006,0.0
1360214003,hyundai / kia,"WASHER, METAL",0.012,0.0
1360312003,hyundai / kia,"WASHER, METAL",0.006,0.0
1430003257B,hyundai / kia,"PIN, BRAKE CALIPER",0.007,0.0
1433106090,hyundai / kia,"PLUG, METAL",0.002,0.006
1433112160,hyundai / kia,"BUSHING, METAL ",0.01,0.0
1471181006B,hyundai / kia,"CLAMP, METAL",0.039,0.0
1471183006B,hyundai / kia,"CLAMP, METAL",0.044,0.0
1471193006B,hyundai / kia,"CLAMP, METAL",0.044,0.0
1471195006B,hyundai / kia,"CLAMP, METAL",0.039,0.0
1472006806B,hyundai / kia,"CLAMP, METAL",0.033,0.0
1570510203,hyundai / kia,BLEEDER DISC BRAKE,0.006,0.0
1573228001,hyundai / kia,"PLUG, METAL",0.011,0.03
1751210000,hyundai / kia,"WASHER, METAL",0.012,0.0
1790530100,hyundai / kia,RUBBER TUBE,0.007,0.03
1790530150KA,hyundai / kia,RUBBER TUBE,0.009,0.04
1790530330KA,hyundai / kia,RUBBER TUBE,0.018,0.08
1864221007N,hyundai / kia,LIGHT BULB,0.034,0.31
1864221008N,hyundai / kia,LIGHT BULB,0.015,0.14
1864305009L,hyundai / kia,LIGHT BULB,0.003,0.03
1864310009N,hyundai / kia,LIGHT BULB,0.007,0.06
1864505009N,hyundai / kia,LIGHT BULB,0.002,0.02
1864508019N,hyundai / kia,LIGHT BULB,0.011,0.1
1864727009K,hyundai / kia,LIGHT BULB,0.011,0.1
1864727009S,hyundai / kia,LIGHT BULB,0.022,0.2
1864735010,hyundai / kia,LIGHT BULB,0.055,0.5
1864755004L,hyundai / kia,LIGHT BULB,0.007,0.0
1864755007,hyundai / kia,LIGHT BULB,0.026,0.0
1864755007L,hyundai / kia,LIGHT BULB,0.018,0.0
1864755009,hyundai / kia,LIGHT BULB,0.007,0.0
1864755009E,hyundai / kia,LIGHT BULB,0.007,0.0
1864755009K,hyundai / kia,LIGHT BULB,0.007,0.0
1864761566L,hyundai / kia,LIGHT BULB,0.053,0.48
1864765009,hyundai / kia,LIGHT BULB,0.022,0.2
1864955009,hyundai / kia,LIGHT BULB,0.022,0.2
1864955009H,hyundai / kia,LIGHT BULB,0.021,0.19
1879001316,hyundai / kia,FUSE,0.074,0.0
1882208091,hyundai / kia,SPARK PLUG,0.05,0.0
1898002300AS,hyundai / kia,"BUCKLE, METAL",0.066,0.0
1898004814,hyundai / kia,FUSE,0.001,0.0
1898004817,hyundai / kia,FUSE,0.002,0.0
1898005933,hyundai / kia,FUSE,0.003,0.0
1K2AY69120XX,hyundai / kia,OUTER MIRROR ASSY,1.978,0.0
1K2JT33031B,hyundai / kia,"SPINDLE ASSY, STEERING KNUCKLE",4.62,0.0
1K30A2540X,hyundai / kia,DRIVE SHAFT ASSY,5.852,0.0
1K52Y34700B,hyundai / kia,SHOCK ABSORBER,5.896,0.0
1K52Y61450B,hyundai / kia,"SEPARATOR ASSY, FUEL EVAPORATIVE",7.286,0.0
1K56P2550XA,hyundai / kia,DRIVE SHAFT ASSY,6.903,0.0
2091002H00,hyundai / kia,"REPAIR KIT, ENGINE",0.502,0.0
2091002R00,hyundai / kia,GASKET KIT,0.27,0.0
2091023A00A,hyundai / kia,"GASKET KIT, ENGINE",0.619,0.0
2091023H00,hyundai / kia,"GASKET KIT, ENGINE",0.615,0.0
209102BB00,hyundai / kia,GASKET KIT,0.637,0.0
209102BB01,hyundai / kia,"REPAIR KIT, ENGINE",0.959,0.0
209102CA00,hyundai / kia,"REPAIR KIT, ENGINE",0.681,0.0
209102EH00,hyundai / kia,"REPAIR KIT, ENGINE",0.837,0.0
209102EU07,hyundai / kia,"GASKET KIT, ENGINE",0.85,0.0
209102GJ01,hyundai / kia,"GASKET KIT, ENGINE",1.069,0.0
209102GM00,hyundai / kia,"REPAIR KIT, ENGINE",1.048,0.0
209104AU00,hyundai / kia,"GASKET KIT, ENGINE",1.426,0.0
209202BB01,hyundai / kia,GASKET KIT,0.337,0.0
209202GB01,hyundai / kia,"GASKET KIT, ENGINE",0.419,0.0
2092033D00,hyundai / kia,"GASKET KIT, ENGINE",0.418,0.0
209203CH00,hyundai / kia,"REPAIR KIT, ENGINE",0.497,0.0
209203CM00,hyundai / kia,"REPAIR KIT, ENGINE",0.497,0.0
2102027907,hyundai / kia,CRANKSHAFT BEARINGS,0.146,0.0
210202E000,hyundai / kia,CRANKSHAFT BEARINGS,0.033,0.0
210202E030,hyundai / kia,"CONNECTING ROD, BEARING",0.058,0.0
210202F900,hyundai / kia,CRANKSHAFT BEARINGS,0.075,0.0
210202F904,hyundai / kia,CRANKSHAFT BEARINGS,0.057,0.0
210203C320,hyundai / kia,CRANKSHAFT BEARINGS,0.088,0.0
210203F931,hyundai / kia,CRANKSHAFT BEARINGS,0.109,0.0
210204X030,hyundai / kia,CRANKSHAFT BEARINGS,0.462,0.0
2103003100,hyundai / kia,CRANKSHAFT BEARINGS,0.017,0.0
2112311000,hyundai / kia,"CAP, METAL",0.024,0.0
2112445001,hyundai / kia,SEAL RING,0.006,0.0
2113145900,hyundai / kia,"ABSORBER ASSY, BUMPER ENERGY",1.506,1.5
211343Y220D,hyundai / kia,"LINER, ENGINE CYLINDER ",0.726,0.0
211344X010,hyundai / kia,"LINER, ENGINE CYLINDER ",0.95,0.0
2113883000,hyundai / kia,GASKET RUBBER SEAL,0.023,0.063
211523CAA1,hyundai / kia,"GASKET, RUBBER",0.006,0.015
2118545900,hyundai / kia,"BUSHING, METAL ",0.063,0.0
2125242000,hyundai / kia,"BUSHING, METAL ",0.033,0.0
2131023002,hyundai / kia,"BODY ASSY, OIL PUMP",2.1,0.0
2131023003,hyundai / kia,OIL PUMP ASSY,2.056,0.0
213102G011,hyundai / kia,OIL PUMP ASSY,1.607,0.0
2131037100,hyundai / kia,"BODY ASSY, OIL PUMP",1.995,0.0
213103CBA0,hyundai / kia,OIL PUMP ASSY,1.552,0.0
2135004120,hyundai / kia,"COVER ASSY, CYLINDER HEAD",3.3,0.0
2135023101,hyundai / kia,"COVER ASSY, TIMING GEAR",0.189,0.0
2135033030,hyundai / kia,"COVER ASSY, TIMING GEAR",0.211,0.0
2135033230,hyundai / kia,"COVER ASSY, TIMING GEAR",1.266,0.0
2135037501,hyundai / kia,"COVER ASSY, PLASTIC",0.275,1.25
2135039800,hyundai / kia,"COVER ASSY, TIMING GEAR",0.411,1.0
213513C830,hyundai / kia,"COVER ASSY, CYLINDER HEAD",4.4,0.0
213513C831,hyundai / kia,"COVER ASSY, CYLINDER HEAD",4.382,0.0
2135323500,hyundai / kia,GASKET RUBBER SEAL,0.018,0.048
213553C101,hyundai / kia,GASKET RUBBER SEAL,0.045,0.123
2136026002,hyundai / kia,"COVER ASSY, TIMING GEAR",0.161,0.0
213604A001,hyundai / kia,"COVER ASSY, GEARBOX",2.695,0.0
2137039501,hyundai / kia,"COVER ASSY, TIMING GEAR",0.358,1.0
